Geolocation,Type,2025 January,2025 February,2025 March,2025 April,2025 May,2025 June,2025 July,2025 August,2025 September,2025 October,2025 November,2025 December,2025 Annual,2026 January,2026 February,2026 March,2026 April,2026 May,2026 June,2026 July,2026 August,2026 September,2026 October,2026 November,2026 December,2026 Annual
....Leyte,Broiler Chicken,180.00,180.00,180.00,160.14,160.14,160.14,160.15,160.15,160.15,170.19,170.19,170.19,167.62,160.11,160.11,180.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Leyte,Gamefowl for Other Purposes,..,..,..,4500.00,4377.19,5500.00,..,..,..,2500.00,6000.00,7000.00,4979.53,7000.00,4415.98,7000.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Leyte,Gamefowl for Dressing,..,..,..,160.00,160.00,160.00,160.00,160.00,160.00,160.00,160.00,160.00,160.00,151.36,161.09,161.09,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Leyte,Layer Chicken,..,..,..,92.42,..,..,143.11,143.11,143.11,100.85,100.85,100.85,117.76,146.77,148.55,148.22,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Leyte,Native/Improved Chicken,277.36,245.84,231.22,251.16,294.54,211.62,207.75,244.45,226.10,245.75,274.30,255.70,247.15,233.12,246.53,241.14,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Leyte,Duck,200.00,200.00,200.00,200.00,200.00,200.00,200.00,161.05,161.32,233.26,233.26,233.26,201.85,250.00,250.00,250.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Leyte,"Chicken egg, Layer",8.82,8.78,8.81,7.87,7.83,7.83,8.01,7.98,8.06,8.95,8.93,8.97,8.40,8.23,8.25,8.14,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Leyte,"Chicken egg, Native",8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Leyte,Duck egg,9.41,9.41,9.41,9.24,9.24,9.24,9.23,9.23,9.23,9.23,9.23,9.23,9.28,8.50,8.50,9.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Northern Samar,Carabao for Slaughter,280.00,280.00,280.00,..,300.00,300.00,170.00,170.00,170.00,268.09,..,..,246.45,250.00,250.00,270.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Northern Samar,Cattle for Slaughter,190.00,190.00,190.00,250.00,250.00,250.00,180.00,180.00,180.00,280.00,280.00,280.00,225.00,200.00,200.00,210.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Northern Samar,Goat for Slaughter,250.00,225.00,200.00,250.00,250.00,250.00,175.16,175.16,175.16,250.00,250.00,250.00,225.04,270.00,270.00,270.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Northern Samar,Hog for Slaughter,200.06,197.89,199.42,296.06,224.23,250.07,220.00,220.00,220.00,250.52,249.51,417.57,245.44,292.07,331.66,357.72,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Northern Samar,Broiler Chicken,127.17,127.17,128.59,154.53,169.79,170.94,149.73,149.73,149.73,153.33,160.00,135.00,147.98,180.00,178.51,185.98,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Northern Samar,Gamefowl for Other Purposes,1241.77,1600.00,1500.00,6000.00,..,..,3000.00,1500.00,..,1411.73,1465.94,2509.65,2247.68,2796.74,1024.78,1833.33,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Northern Samar,Gamefowl for Dressing,..,..,..,257.89,257.50,257.81,..,..,..,250.65,250.65,250.65,254.19,235.83,235.83,235.83,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Northern Samar,Layer Chicken,..,..,..,121.14,120.00,120.00,120.00,120.00,120.00,100.00,100.00,100.00,113.46,130.33,123.77,123.77,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Northern Samar,Native/Improved Chicken,200.00,..,200.00,260.00,260.00,260.00,150.00,150.00,150.00,250.00,250.00,250.00,216.36,200.00,180.17,180.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Northern Samar,Duck,150.00,150.00,150.00,230.00,230.00,230.00,160.00,160.00,160.00,200.00,200.00,200.00,185.00,180.00,180.00,180.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Northern Samar,"Chicken egg, Layer",7.36,7.66,7.63,7.46,7.40,7.72,6.19,6.19,6.18,7.16,7.27,6.99,7.10,6.79,6.65,6.97,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Northern Samar,"Chicken egg, Native",..,..,..,8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00,7.00,7.00,7.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Northern Samar,Duck egg,12.00,12.00,12.00,..,..,..,6.00,6.00,6.00,6.00,6.00,6.00,8.00,..,..,..,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Samar,Carabao for Slaughter,200.00,195.06,..,..,300.00,..,200.09,200.00,200.09,209.79,209.79,219.74,214.95,219.87,219.90,239.85,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Samar,Cattle for Slaughter,200.00,200.00,200.00,..,..,350.00,250.00,250.00,250.00,250.00,255.00,260.00,246.50,260.00,270.00,275.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Samar,Goat for Slaughter,..,..,..,166.67,..,..,..,..,..,300.00,350.00,350.00,291.67,350.00,375.00,380.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Samar,Hog for Slaughter,202.00,209.54,160.14,215.82,211.98,219.16,205.64,206.53,155.65,212.56,211.42,200.46,200.91,199.82,209.99,219.29,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Samar,Broiler Chicken,..,..,..,150.00,150.00,150.00,150.00,229.80,150.00,150.14,180.00,200.00,167.77,230.00,190.00,190.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Samar,Gamefowl for Other Purposes,..,..,..,..,..,1311.06,1833.33,1500.00,..,1584.63,1578.71,..,1561.55,1700.00,2669.21,1200.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Samar,Gamefowl for Dressing,..,..,..,120.00,120.00,120.00,..,2500.00,250.00,200.00,250.00,260.00,477.50,..,663.53,400.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Samar,Layer Chicken,245.00,..,300.00,119.65,120.00,120.00,..,200.00,200.00,137.46,124.35,100.00,166.65,..,150.00,150.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Samar,Native/Improved Chicken,239.81,221.08,224.84,239.88,246.62,237.10,250.00,249.08,250.00,242.25,239.92,209.64,237.52,243.74,231.63,262.60,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Samar,Duck,..,..,200.00,280.00,280.00,280.00,300.00,200.00,300.00,..,..,271.38,263.92,180.00,249.30,199.88,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Samar,"Chicken egg, Layer",7.31,7.33,7.39,7.42,7.44,7.46,7.38,7.59,7.49,7.71,7.72,7.70,7.49,8.06,8.11,8.17,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Samar,"Chicken egg, Native",..,..,..,9.50,9.50,9.50,8.00,8.00,8.00,7.17,7.17,7.17,8.22,10.00,11.00,10.50,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Samar,Duck egg,..,..,..,7.00,7.00,7.00,11.00,11.00,11.00,9.50,9.50,9.50,9.17,9.52,9.52,10.02,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Southern Leyte,Carabao for Slaughter,200.00,200.00,200.00,..,210.00,205.00,205.00,205.00,..,210.00,..,205.00,204.44,200.00,..,..,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Southern Leyte,Cattle for Slaughter,220.00,200.00,..,210.00,215.00,210.00,215.02,210.09,210.09,215.00,210.06,210.13,211.40,200.00,..,..,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Southern Leyte,Goat for Slaughter,216.38,..,..,..,250.00,250.00,..,..,..,250.00,250.00,250.00,244.40,250.00,200.00,..,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Southern Leyte,Hog for Slaughter,232.19,202.23,206.90,202.17,214.70,222.72,196.83,193.89,184.43,178.66,177.73,181.73,199.51,175.87,181.74,163.76,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Southern Leyte,Broiler Chicken,180.00,180.00,190.00,189.93,189.93,189.93,192.93,192.93,196.83,174.18,160.29,180.17,184.76,120.56,120.56,120.60,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Southern Leyte,Gamefowl for Other Purposes,..,4000.00,..,4316.18,5833.33,6833.33,3846.05,4385.97,4170.00,5789.28,6500.00,6333.33,5200.75,3378.36,3464.24,3254.90,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Southern Leyte,Gamefowl for Dressing,246.04,210.00,200.00,215.00,240.00,236.00,242.58,242.58,242.58,245.48,242.47,220.00,231.90,239.28,200.00,248.92,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Southern Leyte,Layer Chicken,93.25,91.58,98.00,99.57,109.50,103.56,80.21,83.67,97.28,99.91,99.91,99.83,96.36,173.57,173.90,106.67,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Southern Leyte,Native/Improved Chicken,224.50,222.54,231.52,211.49,213.37,214.88,211.73,218.34,224.02,211.63,211.36,218.62,217.83,216.09,217.48,223.60,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Southern Leyte,Duck,194.16,208.29,100.00,..,190.28,180.00,160.00,160.24,170.00,173.90,175.97,175.97,171.71,..,250.00,..,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Southern Leyte,"Chicken egg, Layer",8.34,8.34,8.32,8.34,8.28,8.34,8.79,8.84,8.84,8.86,9.50,9.50,8.69,8.00,7.99,8.03,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Southern Leyte,"Chicken egg, Native",7.00,7.00,7.00,..,..,..,8.01,8.00,8.00,8.00,8.00,8.00,7.67,6.53,6.74,7.61,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Southern Leyte,Duck egg,9.00,8.12,9.00,10.69,10.69,10.69,10.75,11.22,10.82,9.74,9.74,9.74,10.01,13.76,13.44,13.76,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
..REGION IX (ZAMBOANGA PENINSULA),Carabao for Slaughter,224.49,175.00,175.00,197.06,219.48,229.94,194.92,199.49,205.72,197.01,208.88,208.88,202.99,216.63,223.40,232.52,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
..REGION IX (ZAMBOANGA PENINSULA),Cattle for Slaughter,233.34,140.58,157.65,201.21,200.39,216.21,221.70,222.79,222.30,237.83,234.57,243.31,210.99,259.45,253.41,251.71,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
..REGION IX (ZAMBOANGA PENINSULA),Goat for Slaughter,150.00,229.74,153.11,221.22,269.52,270.46,249.83,229.13,245.25,245.57,286.51,290.11,236.70,294.60,276.91,281.54,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
..REGION IX (ZAMBOANGA PENINSULA),Hog for Slaughter,179.33,188.45,200.27,187.01,172.62,207.61,186.12,198.86,181.54,154.00,141.53,143.51,178.41,161.67,160.68,158.91,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
..REGION IX (ZAMBOANGA PENINSULA),Broiler Chicken,171.27,171.92,171.94,226.69,226.80,203.48,197.16,200.92,207.71,173.99,174.48,173.85,191.68,174.45,177.51,179.52,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
..REGION IX (ZAMBOANGA PENINSULA),Gamefowl for Other Purposes,12000.00,9375.26,7155.91,615.75,458.25,478.74,5853.52,5000.00,12000.00,5000.00,3000.00,..,5539.77,3556.89,3556.89,3556.89,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
..REGION IX (ZAMBOANGA PENINSULA),Gamefowl for Dressing,200.00,201.01,205.16,200.34,219.18,204.62,402.92,425.59,425.59,499.46,495.87,392.00,322.64,298.29,298.50,266.85,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
..REGION IX (ZAMBOANGA PENINSULA),Layer Chicken,84.86,85.29,85.46,124.60,121.34,120.31,90.94,90.88,91.58,108.86,126.89,111.43,103.54,93.09,93.79,91.36,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
..REGION IX (ZAMBOANGA PENINSULA),Native/Improved Chicken,208.21,197.27,206.00,210.16,209.50,223.32,205.30,206.30,204.84,205.59,205.89,222.55,208.74,208.97,213.26,214.29,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
..REGION IX (ZAMBOANGA PENINSULA),Duck,121.97,128.24,122.87,139.55,153.42,159.86,163.94,162.13,162.22,160.92,156.81,147.82,148.31,152.24,153.49,111.39,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
..REGION IX (ZAMBOANGA PENINSULA),"Chicken egg, Layer",7.28,7.25,7.35,7.88,8.02,8.11,8.29,8.30,8.35,8.36,8.32,8.32,7.99,7.30,7.37,7.49,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
..REGION IX (ZAMBOANGA PENINSULA),"Chicken egg, Native",8.17,10.25,10.00,6.42,6.73,6.73,8.90,8.96,9.09,9.38,9.50,9.51,8.64,10.01,9.98,9.98,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
..REGION IX (ZAMBOANGA PENINSULA),Duck egg,11.51,10.38,9.18,11.63,11.63,11.78,12.10,12.27,12.33,10.36,10.59,10.73,11.21,10.72,10.77,10.86,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Sulu d/,Carabao for Slaughter,......,......,......,......,......,......,......,......,......,......,......,......,......,238.00,238.00,238.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Sulu d/,Cattle for Slaughter,......,......,......,......,......,......,......,......,......,......,......,......,......,286.00,261.00,235.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Sulu d/,Goat for Slaughter,......,......,......,......,......,......,......,......,......,......,......,......,......,296.00,249.00,276.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Sulu d/,Hog for Slaughter,......,......,......,......,......,......,......,......,......,......,......,......,......,..,..,..,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Sulu d/,Broiler Chicken,......,......,......,......,......,......,......,......,......,......,......,......,......,..,..,..,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Sulu d/,Gamefowl for Other Purposes,......,......,......,......,......,......,......,......,......,......,......,......,......,..,..,..,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Sulu d/,Gamefowl for Dressing,......,......,......,......,......,......,......,......,......,......,......,......,......,..,..,..,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Sulu d/,Layer Chicken,......,......,......,......,......,......,......,......,......,......,......,......,......,..,..,..,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Sulu d/,Native/Improved Chicken,......,......,......,......,......,......,......,......,......,......,......,......,......,212.00,250.00,236.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Sulu d/,Duck,......,......,......,......,......,......,......,......,......,......,......,......,......,200.00,205.00,150.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Sulu d/,"Chicken egg, Layer",......,......,......,......,......,......,......,......,......,......,......,......,......,..,..,..,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Sulu d/,"Chicken egg, Native",......,......,......,......,......,......,......,......,......,......,......,......,......,12.67,12.67,12.67,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Sulu d/,Duck egg,......,......,......,......,......,......,......,......,......,......,......,......,......,6.00,6.00,6.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Zamboanga del Norte,Carabao for Slaughter,..,175.00,175.00,233.50,233.49,233.50,200.00,200.00,200.00,190.00,..,..,204.50,220.01,230.00,240.01,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Zamboanga del Norte,Cattle for Slaughter,245.10,144.65,144.65,180.34,185.01,185.04,190.04,200.00,200.02,220.01,220.01,220.01,194.57,250.00,250.01,250.01,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Zamboanga del Norte,Goat for Slaughter,..,272.59,..,225.00,280.00,280.00,260.00,222.21,222.23,244.71,300.00,300.00,260.67,300.01,280.01,300.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Zamboanga del Norte,Hog for Slaughter,200.09,200.17,210.00,211.44,199.94,224.53,185.93,204.54,183.06,150.07,140.38,139.97,187.51,140.03,140.50,141.81,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Zamboanga del Norte,Broiler Chicken,160.00,160.00,160.00,161.06,165.53,159.57,164.89,166.52,164.89,146.63,144.97,146.21,158.36,146.61,165.32,170.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Zamboanga del Norte,Gamefowl for Other Purposes,..,..,3500.00,555.45,388.82,407.30,5000.00,5000.00,12000.00,5000.00,..,..,3981.45,6333.33,6333.33,6333.33,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Zamboanga del Norte,Gamefowl for Dressing,200.00,200.00,200.00,200.00,200.00,200.00,421.49,460.75,460.75,499.82,499.82,499.82,336.87,299.64,300.00,300.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Zamboanga del Norte,Layer Chicken,86.66,86.66,106.67,125.00,120.00,120.00,110.68,108.35,113.01,119.37,119.69,119.53,111.30,106.13,108.33,105.56,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Zamboanga del Norte,Native/Improved Chicken,205.00,205.00,205.00,212.25,208.41,249.99,206.95,207.67,205.47,210.77,208.35,243.66,214.04,190.01,197.71,200.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Zamboanga del Norte,Duck,130.00,130.00,130.00,120.14,120.14,120.14,150.00,150.00,150.00,141.37,138.43,138.43,134.89,120.51,140.17,130.34,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Zamboanga del Norte,"Chicken egg, Layer",6.78,6.78,6.84,7.20,7.18,7.19,7.38,7.43,7.43,6.98,6.85,6.85,7.08,6.71,6.70,6.85,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Zamboanga del Norte,"Chicken egg, Native",8.17,8.17,8.17,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,8.79,8.83,8.79,8.69,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Zamboanga del Norte,Duck egg,15.00,10.67,10.69,13.05,13.05,13.05,11.00,11.00,11.00,11.93,11.93,12.00,12.03,12.38,11.62,11.62,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Zamboanga del Sur,Carabao for Slaughter,250.00,..,..,125.00,200.00,225.00,200.00,210.00,225.00,220.00,220.00,220.00,209.50,220.00,230.00,250.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Zamboanga del Sur,Cattle for Slaughter,233.33,100.00,161.24,230.00,220.00,250.00,250.00,240.00,240.00,250.00,250.00,260.00,223.71,250.00,250.00,260.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Zamboanga del Sur,Goat for Slaughter,150.00,150.00,150.00,..,250.00,..,249.49,249.51,259.46,260.00,260.00,270.00,224.85,..,..,250.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Zamboanga del Sur,Hog for Slaughter,164.59,183.69,198.36,171.71,154.95,204.04,216.18,218.47,213.91,..,140.07,141.16,182.46,197.77,197.56,178.56,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Zamboanga del Sur,Broiler Chicken,172.01,172.00,172.00,234.95,234.96,204.98,204.99,209.99,219.99,180.00,175.00,180.00,196.74,..,..,180.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Zamboanga del Sur,Gamefowl for Other Purposes,12000.00,7879.44,12000.00,2000.00,..,..,..,..,..,..,..,..,8469.86,..,..,..,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Zamboanga del Sur,Gamefowl for Dressing,..,..,220.00,300.00,330.00,224.54,..,..,..,..,..,200.01,254.91,..,..,220.01,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Zamboanga del Sur,Layer Chicken,84.88,85.23,84.36,120.00,120.00,120.00,115.05,115.05,120.00,86.06,160.00,90.98,108.47,85.00,85.00,90.73,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Zamboanga del Sur,Native/Improved Chicken,200.50,188.78,196.24,198.65,200.00,200.00,200.00,201.76,198.58,201.34,201.93,210.64,199.87,203.33,200.00,203.44,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Zamboanga del Sur,Duck,102.69,100.00,100.00,150.00,167.50,180.00,180.00,180.00,180.00,172.59,170.00,180.00,155.23,190.00,190.00,100.54,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Zamboanga del Sur,"Chicken egg, Layer",8.01,7.92,8.14,7.72,7.74,7.63,7.87,7.85,7.70,7.57,7.57,7.57,7.77,7.98,7.90,8.12,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Zamboanga del Sur,"Chicken egg, Native",..,..,..,6.17,6.50,6.50,8.82,8.90,9.08,9.50,9.58,9.75,8.31,10.00,10.00,10.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Zamboanga del Sur,Duck egg,12.33,11.00,..,12.43,12.43,12.43,13.92,14.07,14.16,11.26,11.75,12.00,12.52,12.26,12.76,13.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Zamboanga Sibugay,Carabao for Slaughter,200.00,..,..,250.00,..,..,160.00,180.00,205.00,190.00,200.00,200.00,198.13,210.00,210.00,210.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Zamboanga Sibugay,Cattle for Slaughter,..,250.00,..,..,..,245.16,250.00,255.00,250.00,250.00,218.75,250.00,246.11,255.00,255.00,255.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Zamboanga Sibugay,Goat for Slaughter,..,..,..,200.00,..,220.52,..,..,..,227.27,285.71,290.00,244.70,280.00,280.00,280.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Zamboanga Sibugay,Hog for Slaughter,166.89,182.11,195.01,191.23,175.74,186.60,144.92,155.26,137.82,146.76,130.62,140.08,162.75,153.63,147.84,165.92,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Zamboanga Sibugay,Broiler Chicken,165.40,160.79,165.00,200.00,188.84,168.33,197.75,207.25,197.88,159.32,160.00,154.59,177.10,162.39,163.13,163.13,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Zamboanga Sibugay,Gamefowl for Other Purposes,..,..,..,..,..,..,6000.00,..,..,..,3000.00,..,4500.00,3500.00,3500.00,3500.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Zamboanga Sibugay,Gamefowl for Dressing,..,250.00,..,300.00,250.66,300.00,..,..,..,..,200.00,200.00,250.11,250.00,250.00,250.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Zamboanga Sibugay,Layer Chicken,150.00,150.00,156.68,120.00,159.96,135.00,142.42,142.42,139.21,125.00,125.00,125.00,139.22,146.30,146.30,146.30,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Zamboanga Sibugay,Native/Improved Chicken,237.97,229.99,243.66,238.54,240.00,220.00,224.08,222.45,231.89,226.95,234.04,250.00,233.30,240.00,250.00,250.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Zamboanga Sibugay,Duck,169.64,197.53,176.52,155.34,222.55,197.47,150.00,150.00,150.66,150.16,248.37,..,178.93,200.00,200.00,228.34,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Zamboanga Sibugay,"Chicken egg, Layer",8.59,8.59,8.45,8.06,8.07,8.48,8.35,8.41,8.38,8.22,8.24,8.24,8.34,7.86,7.93,8.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Zamboanga Sibugay,"Chicken egg, Native",..,10.25,10.00,9.67,9.67,9.67,9.67,9.67,9.67,10.17,10.00,9.00,9.77,10.33,10.33,10.33,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Zamboanga Sibugay,Duck egg,9.23,9.50,8.56,9.74,9.75,10.17,9.08,9.34,9.34,8.35,8.35,8.35,9.15,9.50,9.52,9.50,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....City of Zamboanga,Carabao for Slaughter,..,..,..,200.00,200.00,225.00,200.00,200.00,200.00,200.00,200.00,200.00,202.78,200.00,200.00,200.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....City of Zamboanga,Cattle for Slaughter,233.33,100.00,161.24,230.00,249.40,250.00,230.00,230.00,230.00,230.00,230.00,250.00,218.66,250.00,250.00,250.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....City of Zamboanga,Goat for Slaughter,151.52,151.52,151.52,235.28,230.96,215.84,400.00,400.00,400.00,400.00,400.00,400.00,294.72,223.09,223.09,223.09,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....City of Zamboanga,Hog for Slaughter,166.80,181.93,195.00,..,..,..,..,279.90,161.32,200.00,200.00,200.00,198.12,163.00,163.00,163.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....City of Zamboanga,Broiler Chicken,172.00,172.00,172.00,205.00,205.00,210.00,180.00,180.00,180.00,180.00,180.00,180.00,184.67,180.00,180.00,180.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....City of Zamboanga,Gamefowl for Other Purposes,12000.00,12000.00,12000.00,12000.00,12000.00,12000.00,..,..,..,..,..,..,12000.00,2000.00,2000.00,2000.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....City of Zamboanga,Gamefowl for Dressing,..,..,..,120.00,120.00,248.18,312.77,312.77,312.77,350.00,350.00,350.00,275.16,300.00,300.00,300.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....City of Zamboanga,Layer Chicken,..,..,..,..,..,..,86.00,86.00,86.00,177.83,177.83,177.83,131.91,90.00,90.00,90.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....City of Zamboanga,Native/Improved Chicken,200.50,188.78,196.24,175.78,193.53,193.59,171.74,178.79,151.61,180.03,180.03,180.03,182.55,238.24,250.00,250.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....City of Zamboanga,Duck,130.00,130.00,130.00,200.00,200.00,300.00,..,..,..,150.00,150.00,150.00,171.11,146.43,146.43,146.43,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....City of Zamboanga,"Chicken egg, Layer",7.93,7.83,8.07,8.42,8.69,8.86,8.86,8.86,8.98,9.41,9.41,9.41,8.73,7.71,7.89,7.96,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....City of Zamboanga,"Chicken egg, Native",..,..,..,8.33,8.33,8.33,8.33,8.33,8.33,8.33,8.33,8.33,8.33,9.00,8.67,9.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....City of Zamboanga,Duck egg,9.23,9.50,8.55,9.75,9.75,10.17,9.08,9.33,9.33,7.00,7.00,7.00,8.81,9.00,9.00,9.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
