Sector,Geolocation,At Current Prices 2022,At Current Prices 2023,At Current Prices 2024,At Constant 2018 Prices 2022,At Constant 2018 Prices 2023,At Constant 2018 Prices 2024
Real Estate and Ownership of Dwellings,..Aklan,3193634.42,3370114.64,3600096.87,2790757.51,2883728.39,3012332.01
Real Estate and Ownership of Dwellings,..Antique,983682.21,1042871.65,1115624.07,904262.96,931483.41,972781.77
Real Estate and Ownership of Dwellings,..Capiz,3348104.18,3636529.68,3918242.38,2913922.23,3014069.84,3142402.32
Real Estate and Ownership of Dwellings,..Guimaras,550552.20,583942.53,610970.44,494704.05,507422.07,519345.10
Real Estate and Ownership of Dwellings,..Iloilo,6168691.58,6450190.53,6760871.00,6024487.69,6180783.95,6379513.75
Real Estate and Ownership of Dwellings,..City of Iloilo,10275578.82,11452751.54,12785459.57,9216310.57,9808597.43,10539365.66
Real Estate and Ownership of Dwellings,Negros Island Region (NIR),38403746.91,42695742.88,46466026.13,33214836.56,34365407.12,36231218.53
Real Estate and Ownership of Dwellings,..Negros Occidental,9693377.04,10669198.22,11222701.77,8514166.79,8646099.22,8969409.25
Real Estate and Ownership of Dwellings,..Negros Oriental,15377423.19,16823071.09,18185612.23,12992306.99,13254383.27,13787615.45
Real Estate and Ownership of Dwellings,..Siquijor,979358.26,1042350.06,1110770.14,833834.70,850490.54,877220.84
Real Estate and Ownership of Dwellings,..City of Bacolod,12353588.41,14161123.50,15946941.99,10874528.07,11614434.09,12596972.99
Real Estate and Ownership of Dwellings,Region VII (Central Visayas),103472305.78,112732981.39,124205863.74,96010611.85,99355291.12,104719555.86
Real Estate and Ownership of Dwellings,..Bohol,11966927.53,13206335.67,14281414.38,10976271.67,11170253.20,11494653.62
Real Estate and Ownership of Dwellings,..Cebu,46413640.71,50489693.51,55432734.37,42743735.86,44279192.41,47104300.65
Real Estate and Ownership of Dwellings,..City of Cebu,28994345.59,31273676.13,34762512.09,27101781.61,27986091.85,29445430.52
Real Estate and Ownership of Dwellings,..City of Lapu-Lapu,10789325.94,11917498.67,13181838.35,10045289.16,10634732.62,11166696.31
Real Estate and Ownership of Dwellings,..City of Mandaue,5308066.01,5845777.41,6547364.55,5143533.55,5285021.04,5508474.77
Real Estate and Ownership of Dwellings,Region VIII (Eastern Visayas),27592569.96,28850107.70,30704529.98,24661083.18,24873957.32,26011077.34
Real Estate and Ownership of Dwellings,..Biliran,1032932.62,1061532.29,1120739.44,910559.62,917487.16,947412.51
Real Estate and Ownership of Dwellings,..Eastern Samar,2024359.77,2176228.39,2280660.18,1854660.99,1871685.83,1917062.25
Real Estate and Ownership of Dwellings,..Leyte,11727773.83,12188357.16,13129719.70,10509001.40,10564225.91,11147070.84
Real Estate and Ownership of Dwellings,..Northern Samar,3041062.65,3240836.70,3308924.06,2603849.66,2609211.27,2656717.35
Real Estate and Ownership of Dwellings,..Samar,2430533.88,2520417.47,2570478.02,2380728.21,2385025.44,2423870.92
Real Estate and Ownership of Dwellings,..Southern Leyte,2522009.33,2601712.66,2757014.55,2287543.50,2309770.52,2415835.21
Real Estate and Ownership of Dwellings,..City of Tacloban,4813897.87,5061023.02,5536994.04,4114739.79,4216551.18,4503108.25
Real Estate and Ownership of Dwellings,Region IX (Zamboanga Peninsula),18234779.32,19517187.94,21578247.11,15210062.84,15808478.57,16587354.76
Real Estate and Ownership of Dwellings,..Zamboanga del Norte,5149129.22,5469955.38,5886317.94,4155623.76,4301689.71,4489734.38
Real Estate and Ownership of Dwellings,..Zamboanga del Sur,2953779.09,3242607.87,3629712.37,2514236.39,2605596.81,2779571.05
Real Estate and Ownership of Dwellings,..Zamboanga Sibugay,1533345.49,1595768.86,1758970.84,1266573.20,1297787.42,1346324.49
Real Estate and Ownership of Dwellings,..City of Isabela,326678.13,339846.31,359302.56,306248.19,314043.67,324363.88
Real Estate and Ownership of Dwellings,..City of Zamboanga,8271847.40,8869009.52,9943943.40,6967381.30,7289360.96,7647360.96
Real Estate and Ownership of Dwellings,Region X (Northern Mindanao),45418507.54,49605623.33,53802584.16,39714365.83,40910221.01,42961061.22
Real Estate and Ownership of Dwellings,..Bukidnon,8087574.01,8917323.50,9291962.69,7021187.56,7105720.66,7318809.61
Real Estate and Ownership of Dwellings,..Camiguin,783485.38,841397.35,854122.89,652824.81,659784.37,672509.39
Real Estate and Ownership of Dwellings,..Lanao del Norte,2178058.03,2335039.89,2404273.37,1980612.18,2022537.39,2072326.61
Real Estate and Ownership of Dwellings,..Misamis Occidental,3787568.41,4166547.85,4447023.31,3478552.20,3561427.23,3668781.14
Real Estate and Ownership of Dwellings,..Misamis Oriental,6238555.42,6555199.37,6935522.96,5455043.62,5540755.89,5678674.60
Real Estate and Ownership of Dwellings,..City of Cagayan de Oro,19025450.77,20931366.88,23575746.18,16484758.51,17212667.72,18430262.97
Real Estate and Ownership of Dwellings,..City of Iligan,5317815.53,5858748.50,6293932.75,4641386.95,4807327.74,5119696.90
Real Estate and Ownership of Dwellings,Region XI (Davao Region),46745939.17,50820236.91,55804289.44,40728800.25,41938917.67,44334721.11
Real Estate and Ownership of Dwellings,..Davao de Oro,2344738.69,2533926.34,2685838.59,1880020.71,1907991.58,1974116.93
Real Estate and Ownership of Dwellings,..Davao del Norte,4987108.28,5247590.54,5549675.19,4491121.72,4663494.21,4811971.75
Real Estate and Ownership of Dwellings,..Davao del Sur,3878210.66,4322926.39,4766480.87,3409922.60,3592584.49,3725275.61
Real Estate and Ownership of Dwellings,..Davao Occidental,674678.45,685908.36,749165.54,616092.31,623980.76,637866.89
Real Estate and Ownership of Dwellings,..Davao Oriental,1870214.50,2030597.76,2155535.00,1619825.21,1651465.82,1702767.67
Real Estate and Ownership of Dwellings,..City of Davao,32990988.59,35999287.53,39897594.26,28711817.71,29499400.82,31482722.27
Real Estate and Ownership of Dwellings,Region XII (SOCCSKSARGEN),19666073.71,21723771.06,24159225.47,17041860.67,17699313.06,18851527.36
Real Estate and Ownership of Dwellings,..Cotabato,4483306.29,4822990.51,5226322.84,3835209.91,3895409.09,4080015.35
Real Estate and Ownership of Dwellings,..Sarangani,955509.33,999541.48,1036382.87,857917.86,864630.19,883361.78
Real Estate and Ownership of Dwellings,..South Cotabato,4502852.04,5135571.94,5819194.41,3860784.84,4044456.87,4277957.30
Real Estate and Ownership of Dwellings,..Sultan Kudarat,1995729.35,2129502.30,2319121.72,1842032.62,1865050.70,1936106.81
Real Estate and Ownership of Dwellings,..City of General Santos,7728676.70,8636164.84,9758203.63,6645915.45,7029766.20,7674086.12
Real Estate and Ownership of Dwellings,Region XIII (Caraga),13689668.95,14846660.31,16140542.84,12187370.48,12421610.51,13143781.45
Real Estate and Ownership of Dwellings,..Agusan del Norte,1174712.93,1238403.47,1284255.21,1102284.96,1114896.51,1139441.03
Real Estate and Ownership of Dwellings,..Agusan del Sur,2711675.87,3000168.06,3278271.85,2463558.87,2489144.32,2621544.36
Real Estate and Ownership of Dwellings,..Dinagat Islands,322236.84,358265.05,373735.85,278580.93,279791.19,283096.13
Real Estate and Ownership of Dwellings,..Surigao del Norte,4281276.07,4566738.39,4992855.31,3685795.76,3751205.57,4001099.59
Real Estate and Ownership of Dwellings,..Surigao del Sur,2233649.06,2483776.87,2647684.87,1996767.05,2016413.29,2072367.28
Real Estate and Ownership of Dwellings,..City of Butuan,2966118.18,3199308.46,3563739.75,2660382.91,2770159.64,3026233.06
Real Estate and Ownership of Dwellings,Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),6134159.13,6330638.89,6769067.31,5804940.70,5832397.25,6046149.46
Real Estate and Ownership of Dwellings,..Basilan,361566.46,386920.07,427522.65,339522.77,341713.49,357108.43
Real Estate and Ownership of Dwellings,..Lanao del Sur,1522710.20,1546824.59,1619051.54,1363211.94,1365117.64,1408697.54
Real Estate and Ownership of Dwellings,..Maguindanao del Norte,2275508.09,2348214.21,2529514.07,2183574.61,2189116.69,2271022.47
Real Estate and Ownership of Dwellings,..Maguindanao del Sur,841618.97,872006.46,940880.00,814853.24,823661.67,857140.59
Real Estate and Ownership of Dwellings,..Sulu,724032.89,737180.59,794000.20,706495.79,712984.53,741759.05
Real Estate and Ownership of Dwellings,..Tawi-Tawi,408722.51,439492.97,458098.86,397282.34,399803.24,410421.38
Professional and Business Services,National Capital Region (NCR),895529680.50,979208950.55,1075317880.56,804942823.45,852483687.35,912070202.59
Professional and Business Services,..City of Caloocan,5946542.59,6916402.00,7408258.81,5340026.87,6014829.19,6273016.23
Professional and Business Services,..City of Las Piñas,5123218.35,5544953.16,5955549.00,4602371.56,4824200.33,5046268.80
Professional and Business Services,..City of Makati,207640102.46,231076051.87,252836396.07,186631948.06,201165948.71,214443921.35
Professional and Business Services,..City of Malabon,1584772.33,1749230.80,1902352.20,1424286.35,1522634.05,1613188.50
Professional and Business Services,..City of Mandaluyong,77389975.38,81977775.46,88388858.24,69569540.23,71378016.02,74985851.72
Professional and Business Services,..City of Manila,47640636.33,50582800.86,55721890.30,42824142.64,44039699.29,47267823.38
Professional and Business Services,..City of Marikina,5281440.02,5531894.39,6076350.54,4744603.84,4812951.34,5148814.59
Professional and Business Services,..City of Muntinlupa,71477838.74,74569891.00,81321903.90,64256348.50,64929733.50,68993433.07
Professional and Business Services,..City of Navotas,1522005.67,1639721.74,1743092.61,1368349.91,1427881.25,1479061.11
Professional and Business Services,..City of Parañaque,24502395.94,26730665.17,29068190.83,22021644.87,23268618.72,24650834.15
Professional and Business Services,..Pasay City,29205963.13,32675722.12,35525784.48,26257908.55,28454831.14,30145551.41
Professional and Business Services,..City of Pasig,73785864.14,81722860.22,90957484.85,66318693.79,71142528.79,77142021.81
Professional and Business Services,..Quezon City,207381328.60,229155801.01,254780846.51,186381913.77,199472724.97,216056635.47
Professional and Business Services,..City of San Juan,12169179.28,12962208.95,13938724.96,10935002.67,11280892.31,11816418.66
Professional and Business Services,..City of Taguig,119361853.88,130085143.05,142975120.74,107308439.12,113275280.43,121311922.35
Professional and Business Services,..City of Valenzuela,5336192.22,6094852.65,6511373.22,4795709.76,5305193.69,5521416.81
Professional and Business Services,..Pateros,180371.46,192976.10,205703.30,161892.94,167723.65,174023.18
Professional and Business Services,Cordillera Administrative Region (CAR),19630702.42,21903615.73,25627391.45,19381202.68,20879757.54,23398416.31
Professional and Business Services,..Abra,630892.29,689197.29,796974.82,640975.64,675985.29,756133.98
Professional and Business Services,..Apayao,98896.65,107307.24,121624.52,95208.34,99176.62,109563.55
Professional and Business Services,..Benguet,4188125.57,4687442.32,5494461.40,4040430.47,4372336.86,4862536.54
Professional and Business Services,..Ifugao,489619.24,537318.13,626398.39,480178.56,514337.12,582030.28
Professional and Business Services,..Kalinga,644175.24,733108.26,865005.80,652772.80,722485.96,825724.62
Professional and Business Services,..Mountain Province,293925.96,337367.48,379435.64,289900.58,325657.00,352803.51
Professional and Business Services,..City of Baguio,13285067.48,14811875.01,17343490.88,13181736.28,14169778.67,15909623.85
Professional and Business Services,Region I (Ilocos Region),11265396.93,12505001.50,14350643.72,11248870.58,12316954.31,13746251.07
Professional and Business Services,..Ilocos Norte,1409052.88,1602314.22,1814319.89,1405569.27,1591061.22,1749366.20
Professional and Business Services,..Ilocos Sur,1205392.90,1333389.09,1544242.72,1199989.14,1320118.83,1492396.21
Professional and Business Services,..La Union,2033438.01,2273894.63,2650247.13,2036779.42,2243926.92,2530782.24
Professional and Business Services,..Pangasinan,6617513.13,7295403.57,8341833.99,6606532.76,7161847.34,7973706.42
Professional and Business Services,Region II (Cagayan Valley),3502395.61,3941536.37,4681668.53,3030720.86,3358329.98,3866711.39
Professional and Business Services,..Batanes,120429.77,139729.72,163485.40,106598.58,119893.13,137842.38
Professional and Business Services,..Cagayan,1449715.59,1639969.67,1958153.28,1240785.56,1375742.69,1588335.50
Professional and Business Services,..Isabela,1262472.77,1420172.09,1695393.62,1089671.53,1213609.04,1401244.09
Professional and Business Services,..Nueva Vizcaya,500836.40,553468.98,644462.35,448046.98,488032.17,554728.18
Professional and Business Services,..Quirino,168941.07,188195.91,220173.87,145618.20,161052.96,184561.24
Professional and Business Services,Region III (Central Luzon),127413550.97,142415290.93,159506389.65,120980515.06,130117646.69,140788270.49
Professional and Business Services,..Aurora,510147.63,569261.91,611150.58,492851.56,534946.38,562105.04
Professional and Business Services,..Bataan,10280983.39,11727131.90,12829471.35,9528441.04,10648046.01,11365793.70
Professional and Business Services,..Bulacan,30223366.30,33565339.28,37846259.54,29378513.04,30935622.48,33840189.71
Professional and Business Services,..Nueva Ecija,8619533.81,9664083.48,10672826.40,8083640.45,8665183.12,9317337.05
Professional and Business Services,..Pampanga,39458321.30,43685585.40,49646105.52,37413916.30,39842885.66,43311697.81
Professional and Business Services,..Tarlac,7196391.33,8158847.64,8937929.37,6392949.63,6949543.77,7410105.73
Professional and Business Services,..Zambales,945652.62,1081708.11,1222237.95,906557.99,1005204.91,1089920.46
Professional and Business Services,..City of Angeles,28069322.25,31591971.09,35223315.35,26750744.71,29357874.93,31651391.42
Professional and Business Services,..City of Olongapo,2109832.32,2371362.11,2517093.57,2032900.35,2178339.43,2239729.58
Professional and Business Services,Region IV-A (CALABARZON),69222899.68,75719569.63,83964869.84,63461259.36,67314320.05,72519887.63
Professional and Business Services,..Batangas,11342257.70,12337154.46,13427687.84,10691650.81,11105182.82,11696640.71
Professional and Business Services,..Cavite,22847963.05,25259145.99,27758873.42,21710059.36,23377526.74,25119100.62
Professional and Business Services,..Laguna,22025387.98,23902038.95,27311327.48,19439572.27,20700960.11,22782382.49
Professional and Business Services,..Quezon,2392869.44,2658352.72,2963947.36,2319923.22,2462892.54,2682757.17
Professional and Business Services,..Rizal,9230693.48,10056030.08,10866921.03,7961621.35,8280996.61,8773353.49
Professional and Business Services,..City of Lucena,1383728.03,1506847.43,1636112.72,1338432.34,1386761.23,1465653.15
Professional and Business Services,MIMAROPA Region,4164260.33,4637928.13,5426386.79,3785206.07,4158759.58,4702214.37
Professional and Business Services,..Marinduque,122633.57,139569.78,158185.30,112105.68,125404.39,136849.39
Professional and Business Services,..Occidental Mindoro,813498.35,907552.63,1062258.82,765680.61,846153.25,953956.80
Professional and Business Services,..Oriental Mindoro,872308.84,960459.47,1074055.17,810480.62,884688.21,963061.58
Professional and Business Services,..Palawan,1066507.06,1196423.45,1395781.60,962272.82,1062710.13,1202184.08
Professional and Business Services,..Romblon,261491.11,289154.43,343177.76,232573.89,255733.10,293221.74
Professional and Business Services,..City of Puerto Princesa,1027821.42,1144768.37,1392928.13,902092.45,984070.50,1152940.78
Professional and Business Services,Region V (Bicol Region),10241603.16,11361030.08,13191452.52,10478264.69,11323510.57,12496914.28
Professional and Business Services,..Albay,3957485.65,4385124.15,5101969.48,3944498.62,4217973.98,4664486.39
Professional and Business Services,..Camarines Norte,600083.02,681796.73,775283.81,621674.33,686371.84,740107.60
Professional and Business Services,..Camarines Sur,4526390.94,4998273.82,5848159.27,4673896.85,5050346.70,5607141.84
