Type of Valuation,Subsector,2000 Q1,2000 Q2,2000 Q3,2000 Q4,2000 January to June,2000 January to September,2000 January to December,2001 Q1,2001 Q2,2001 Q3,2001 Q4,2001 January to June,2001 January to September,2001 January to December,2002 Q1,2002 Q2,2002 Q3,2002 Q4,2002 January to June,2002 January to September,2002 January to December,2003 Q1,2003 Q2,2003 Q3,2003 Q4,2003 January to June,2003 January to September,2003 January to December,2004 Q1,2004 Q2,2004 Q3,2004 Q4,2004 January to June,2004 January to September,2004 January to December,2005 Q1,2005 Q2,2005 Q3,2005 Q4,2005 January to June,2005 January to September,2005 January to December,2006 Q1,2006 Q2,2006 Q3,2006 Q4,2006 January to June,2006 January to September,2006 January to December,2007 Q1,2007 Q2,2007 Q3,2007 Q4,2007 January to June,2007 January to September,2007 January to December,2008 Q1,2008 Q2,2008 Q3,2008 Q4,2008 January to June,2008 January to September,2008 January to December,2009 Q1,2009 Q2,2009 Q3,2009 Q4,2009 January to June,2009 January to September,2009 January to December,2010 Q1,2010 Q2,2010 Q3,2010 Q4,2010 January to June,2010 January to September,2010 January to December,2011 Q1,2011 Q2,2011 Q3,2011 Q4,2011 January to June,2011 January to September,2011 January to December,2012 Q1,2012 Q2,2012 Q3,2012 Q4,2012 January to June,2012 January to September,2012 January to December,2013 Q1,2013 Q2,2013 Q3,2013 Q4,2013 January to June,2013 January to September,2013 January to December,2014 Q1,2014 Q2,2014 Q3,2014 Q4,2014 January to June,2014 January to September,2014 January to December,2015 Q1,2015 Q2,2015 Q3,2015 Q4,2015 January to June,2015 January to September,2015 January to December,2016 Q1,2016 Q2,2016 Q3,2016 Q4,2016 January to June,2016 January to September,2016 January to December,2017 Q1,2017 Q2,2017 Q3,2017 Q4,2017 January to June,2017 January to September,2017 January to December,2018 Q1,2018 Q2,2018 Q3,2018 Q4,2018 January to June,2018 January to September,2018 January to December,2019 Q1,2019 Q2,2019 Q3,2019 Q4,2019 January to June,2019 January to September,2019 January to December,2020 Q1,2020 Q2,2020 Q3,2020 Q4,2020 January to June,2020 January to September,2020 January to December,2021 Q1,2021 Q2,2021 Q3,2021 Q4,2021 January to June,2021 January to September,2021 January to December,2022 Q1,2022 Q2,2022 Q3,2022 Q4,2022 January to June,2022 January to September,2022 January to December,2023 Q1,2023 Q2,2023 Q3,2023 Q4,2023 January to June,2023 January to September,2023 January to December,2024 Q1,2024 Q2,2024 Q3,2024 Q4,2024 January to June,2024 January to September,2024 January to December,2025 Q1,2025 Q2,2025 Q3,2025 Q4,2025 January to June,2025 January to September,2025 January to December,2026 Q1,2026 Q2,2026 Q3,2026 Q4,2026 January to June,2026 January to September,2026 January to December
Constant 2018 Prices,..Mudcrab,1206.56,333.54,422.45,322.98,1540.09,1962.54,2285.52,1011.94,310.74,407.67,374.77,1322.67,1730.34,2105.11,903.62,472.34,403.08,358.58,1375.95,1779.03,2137.61,901.29,502.76,438.87,402.77,1404.05,1842.92,2245.69,1059.92,593.08,552.11,636.83,1653.00,2205.10,2841.93,1151.52,629.32,622.35,743.75,1780.84,2403.19,3146.93,1289.44,712.50,681.44,870.26,2001.94,2683.38,3553.64,1507.72,927.08,889.08,963.57,2434.80,3323.89,4287.46,1671.95,1065.74,1013.82,1554.56,2737.69,3751.51,5306.06,1760.62,1206.58,1083.12,2173.41,2967.21,4050.33,6223.74,1778.50,1225.78,1234.18,2286.98,3004.29,4238.47,6525.45,1675.67,1528.00,1343.09,2531.75,3203.66,4546.75,7078.50,1652.81,1490.65,1334.89,2919.33,3143.47,4478.36,7397.69,1904.56,1491.95,1481.66,2220.63,3396.51,4878.17,7098.80,1830.82,1486.31,1528.78,2471.41,3317.13,4845.91,7317.32,1799.78,1630.66,1596.27,2217.70,3430.43,5026.70,7244.40,1772.25,1701.68,1699.10,2377.68,3473.93,5173.03,7550.72,1915.67,1743.18,1854.13,2525.69,3658.86,5512.98,8038.68,2989.19,1747.17,1865.11,2680.80,4736.36,6601.47,9282.27,2927.95,1865.63,2035.73,2678.80,4793.59,6829.32,9508.12,3212.32,1740.88,1838.81,2734.78,4953.20,6792.01,9526.79,3860.11,1975.56,2375.10,3148.72,5835.67,8210.77,11359.48,2901.79,1606.96,1602.19,1983.72,4508.74,6110.94,8094.66,1810.10,1357.73,1152.15,2360.94,3167.82,4319.97,6680.91,1256.04,1157.14,984.64,1679.27,2413.18,3397.82,5077.09,1506.90,1168.19,894.91,1028.90,2675.09,3570.00,4598.90,1029.88,.,.,.,.,.,.
Constant 2018 Prices,..Frigate Tuna,2380.63,2595.18,3644.00,3197.77,4975.82,8619.82,11817.59,2496.87,2704.33,3692.81,3363.83,5201.20,8894.00,12257.83,2658.46,2982.33,3673.66,3531.67,5640.80,9314.46,12846.13,3385.33,3826.65,3720.56,3072.27,7211.99,10932.55,14004.82,4100.84,3876.90,4517.12,3807.49,7977.74,12494.86,16302.35,3249.96,3534.16,3777.22,3065.80,6784.12,10561.34,13627.14,3112.94,4183.63,3313.14,3080.36,7296.57,10609.71,13690.07,4072.57,4649.57,3361.26,2779.08,8722.14,12083.40,14862.48,3063.98,3798.09,3015.37,2297.67,6862.07,9877.43,12175.10,2986.46,3368.07,3144.70,2394.75,6354.53,9499.23,11893.98,2834.24,3323.05,2967.27,2556.45,6157.29,9124.56,11681.01,2683.37,2817.67,2527.47,2315.46,5501.04,8028.51,10343.97,2507.45,2734.86,2594.16,2458.46,5242.31,7836.46,10294.93,2391.47,3101.94,2694.55,2305.42,5493.42,8187.96,10493.38,2434.67,3146.56,2582.49,2305.65,5581.23,8163.72,10469.38,2404.87,3234.75,2554.13,2560.79,5639.62,8193.75,10754.54,2582.30,3188.98,2547.41,2114.38,5771.28,8318.69,10433.07,2475.94,2700.28,2338.37,1999.41,5176.22,7514.59,9514.00,2023.72,2503.85,2238.41,1984.31,4527.57,6765.97,8750.28,1939.69,2776.90,2081.74,1903.32,4716.59,6798.33,8701.65,1863.97,2524.66,2365.71,1900.29,4388.63,6754.34,8654.63,1671.16,2097.51,1884.50,1682.40,3768.67,5653.17,7335.56,1583.82,1526.30,1856.39,1626.20,3110.11,4966.51,6592.71,1131.38,1317.08,1729.62,1565.79,2448.47,4178.09,5743.88,1459.00,1889.10,1705.63,1343.37,3348.10,5053.73,6397.10,1264.36,1587.84,1509.57,1405.57,2852.19,4361.77,5767.33,1276.47,.,.,.,.,.,.
Constant 2018 Prices,..Big-eyed Scad,1720.31,1958.39,2223.63,1391.53,3678.70,5902.33,7293.86,1807.81,2047.55,2275.90,1466.74,3855.36,6131.26,7598.01,1928.83,2199.60,2208.11,1551.21,4128.43,6336.54,7887.74,1922.77,2347.68,2321.94,1553.11,4270.45,6592.39,8145.50,1959.03,2216.17,2274.44,1640.02,4175.21,6449.65,8089.67,1821.74,1837.47,1775.78,1700.89,3659.21,5434.99,7135.88,1749.50,1978.63,1774.69,1820.85,3728.13,5502.82,7323.67,1822.87,2127.43,1879.10,1589.70,3950.30,5829.40,7419.10,1920.08,1920.93,2012.71,1731.81,3841.01,5853.72,7585.53,1878.21,1874.78,2424.56,2224.38,3752.99,6177.55,8401.93,2184.71,2314.57,2746.59,2269.39,4499.28,7245.87,9515.26,2117.24,2174.29,2857.08,2199.46,4291.53,7148.61,9348.07,1987.87,2182.13,2561.04,2261.15,4170.00,6731.05,8992.20,2213.07,2279.07,2445.21,2207.24,4492.15,6937.36,9144.61,2108.57,2438.75,2515.85,2043.43,4547.31,7063.16,9106.60,1984.55,2452.73,2693.80,2024.63,4437.29,7131.08,9155.71,1727.52,2132.22,3017.21,2010.85,3859.73,6876.95,8887.80,1738.49,2148.71,2557.65,2123.14,3887.20,6444.85,8567.99,1912.71,2298.96,2309.53,2152.61,4211.67,6521.20,8673.81,1819.55,2339.08,2168.72,2223.82,4158.63,6327.35,8551.17,1893.97,2030.46,2148.13,2144.90,3924.43,6072.55,8217.46,1980.27,2086.89,2374.26,2034.03,4067.15,6441.41,8475.44,1864.66,2468.62,2088.12,2375.88,4333.28,6421.40,8797.28,1976.97,2427.98,2775.93,2246.00,4404.95,7180.89,9426.89,1858.02,1874.13,1962.15,1744.35,3732.15,5694.30,7438.64,2001.84,2082.62,2028.85,1633.80,4084.46,6113.31,7747.11,1504.27,.,.,.,.,.,.
Constant 2018 Prices,..Bali Sardinella,905.70,1161.31,1232.15,1184.86,2067.01,3299.16,4484.02,948.56,1205.61,1241.98,1242.71,2154.16,3396.14,4638.85,1008.38,1368.65,1252.16,1290.66,2377.03,3629.19,4919.84,827.73,1119.37,1305.20,1489.54,1947.10,3252.30,4741.84,1026.78,1323.19,1471.59,1577.36,2349.97,3821.56,5398.92,1832.99,1986.48,1715.33,1378.86,3819.47,5534.80,6913.66,1162.82,1919.55,1441.25,1297.72,3082.37,4523.62,5821.35,1220.01,2056.25,1016.12,1491.52,3276.26,4292.38,5783.90,1524.30,1930.80,1642.76,1477.95,3455.11,5097.86,6575.82,2009.75,3960.33,1656.64,1359.51,5970.08,7626.72,8986.23,1895.36,3735.73,1870.97,1762.09,5631.09,7502.06,9264.15,1149.23,2487.28,1518.64,1279.60,3636.51,5155.14,6434.74,1053.16,2729.40,1673.06,1314.83,3782.57,5455.63,6770.46,1265.85,2565.57,1510.43,985.78,3831.42,5341.85,6327.63,1046.05,2591.31,2054.26,1337.92,3637.36,5691.62,7029.54,1251.56,3026.72,2310.06,1387.77,4278.27,6588.33,7976.10,1372.20,2771.89,2284.07,1285.71,4144.09,6428.15,7713.86,1238.32,2425.64,1810.34,1185.76,3663.96,5474.30,6660.06,1254.39,2567.03,2027.45,1286.97,3821.42,5848.87,7135.84,1130.58,2299.98,2027.26,1357.43,3430.57,5457.83,6815.26,1562.85,3355.25,2664.50,1772.52,4918.11,7582.61,9355.13,1732.62,3021.02,2517.49,1606.41,4753.64,7271.13,8877.54,1722.69,2719.34,2076.75,1246.90,4442.03,6518.78,7765.68,1724.08,2615.91,1986.69,1324.10,4339.99,6326.68,7650.78,1213.63,2701.42,1973.79,1182.82,3915.05,5888.84,7071.65,1050.79,1600.75,1365.96,1029.03,2651.54,4017.50,5046.53,923.78,.,.,.,.,.,.
Constant 2018 Prices,..Squid,1446.34,1522.25,1452.61,1101.47,2968.59,4421.20,5522.66,1522.51,1593.20,1486.25,1160.49,3115.71,4601.95,5762.45,1627.41,1697.41,1443.23,1225.40,3324.82,4768.05,5993.45,1569.22,1807.46,1558.92,1365.79,3376.68,4935.60,6301.38,1671.15,1979.60,1687.05,1321.60,3650.75,5337.80,6659.39,1780.22,1996.32,1729.93,1592.37,3776.54,5506.47,7098.85,1506.74,2078.86,1697.04,1562.76,3585.60,5282.64,6845.40,1653.34,2111.77,1984.60,1895.46,3765.11,5749.71,7645.17,1580.89,1918.53,1606.21,1700.86,3499.42,5105.63,6806.49,1845.45,2160.90,1567.88,1667.60,4006.35,5574.23,7241.82,1620.11,2118.74,1397.25,1490.50,3738.85,5136.10,6626.60,1692.37,2162.13,1327.69,1543.51,3854.50,5182.19,6725.70,1548.61,1920.46,1543.07,1504.41,3469.07,5012.14,6516.55,1632.17,1849.37,1593.03,1727.29,3481.54,5074.56,6801.85,1557.72,1855.99,1454.05,1756.31,3413.71,4867.76,6624.07,1518.71,1804.81,1476.62,1488.88,3323.51,4800.13,6289.02,1632.54,1846.47,1393.05,1296.53,3479.02,4872.07,6168.60,1484.57,1631.67,1399.90,1411.93,3116.25,4516.15,5928.08,1244.29,1596.40,1322.73,1472.55,2840.69,4163.42,5635.97,1184.05,1720.66,1279.71,1399.72,2904.71,4184.43,5584.15,1205.39,1460.65,1280.35,1341.53,2666.04,3946.40,5287.93,1164.91,1525.18,1372.36,1478.18,2690.09,4062.45,5540.63,1298.68,2048.81,1948.15,1539.56,3347.49,5295.65,6835.21,1533.37,1697.64,1436.23,1436.49,3231.01,4667.24,6103.73,1457.05,1546.88,1480.66,1314.11,3003.93,4484.60,5798.71,1488.43,1736.67,1636.46,1774.82,3225.10,4861.56,6636.38,1408.00,.,.,.,.,.,.
Constant 2018 Prices,..Blue Crab,1114.69,1318.45,1537.68,1046.95,2433.13,3970.81,5017.76,1175.21,1385.87,1585.58,1108.04,2561.08,4146.66,5254.70,1258.07,1424.17,1508.24,1189.86,2682.24,4190.48,5380.34,1277.76,1610.93,1527.79,993.56,2888.69,4416.48,5410.04,1367.90,1717.66,1562.90,994.42,3085.57,4648.46,5642.88,1055.24,1603.74,1562.37,1448.71,2658.98,4221.35,5670.05,971.03,1242.14,1493.81,1417.55,2213.16,3706.98,5124.52,1005.55,1449.89,1570.10,1512.40,2455.43,4025.53,5537.93,1131.68,1417.13,1638.61,1374.11,2548.81,4187.42,5561.53,1175.54,1479.86,1209.50,1059.67,2655.40,3864.89,4924.57,1005.24,1544.60,1231.54,1118.06,2549.84,3781.38,4899.44,906.50,1516.79,1234.02,1164.29,2423.29,3657.31,4821.60,707.87,1150.42,1176.35,1290.94,1858.30,3034.65,4325.59,903.54,1202.11,1211.37,991.31,2105.66,3317.03,4308.34,807.57,1331.14,1292.32,1084.31,2138.71,3431.03,4515.34,827.06,1210.78,1209.80,1046.87,2037.85,3247.65,4294.52,950.33,1351.37,1169.04,1202.40,2301.70,3470.74,4673.14,911.01,1437.94,1546.73,1238.96,2348.95,3895.68,5134.64,901.71,1428.33,1820.52,1425.41,2330.04,4150.56,5575.97,832.31,1358.55,1496.33,1180.78,2190.86,3687.19,4867.96,1011.39,1251.65,1879.84,943.95,2263.04,4142.88,5086.83,999.46,1554.72,1463.79,1251.76,2554.17,4017.96,5269.72,916.39,1077.98,1033.02,1134.22,1994.37,3027.39,4161.61,1014.37,920.17,850.48,798.79,1934.54,2785.02,3583.81,713.02,972.79,903.03,861.32,1685.81,2588.84,3450.16,804.39,785.99,928.24,778.94,1590.38,2518.63,3297.57,614.31,.,.,.,.,.,.
Constant 2018 Prices,..Bigeye Tuna,717.37,516.85,613.89,715.17,1234.22,1848.12,2563.29,753.03,538.91,622.69,750.35,1291.94,1914.63,2664.98,802.48,591.56,618.03,780.31,1394.04,2012.07,2792.38,748.61,765.63,816.47,1208.83,1514.24,2330.71,3539.53,949.96,755.27,780.09,1156.79,1705.24,2485.33,3642.12,1135.48,769.77,771.92,1171.77,1905.25,2677.17,3848.94,1338.49,1300.76,1197.66,1356.55,2639.25,3836.91,5193.46,1643.96,1850.22,1276.19,1227.11,3494.17,4770.36,5997.47,1841.42,1497.85,1473.01,1385.20,3339.27,4812.28,6197.48,285.73,300.98,206.31,213.82,586.71,793.02,1006.84,604.01,486.55,478.63,486.23,1090.57,1569.19,2055.43,476.85,450.17,389.54,374.66,927.01,1316.55,1691.21,603.19,565.38,488.55,537.47,1168.57,1657.12,2194.59,504.79,568.45,444.39,566.94,1073.24,1517.62,2084.56,502.39,443.28,469.57,557.73,945.67,1415.24,1972.97,473.82,483.40,463.10,494.15,957.22,1420.33,1914.48,596.12,536.68,728.21,831.51,1132.79,1861.01,2692.52,814.01,1208.97,1496.13,1333.08,2022.98,3519.10,4852.19,1274.04,1376.56,1442.99,1383.03,2650.59,4093.58,5476.62,627.21,746.53,949.43,797.70,1373.74,2323.17,3120.87,647.08,730.57,1310.88,814.53,1377.65,2688.53,3503.06,648.82,744.23,813.24,840.70,1393.04,2206.29,3046.99,704.16,1096.55,1063.41,446.69,1800.71,2864.11,3310.81,457.41,550.70,622.77,839.85,1008.11,1630.88,2470.73,678.09,1063.87,791.27,648.76,1741.97,2533.24,3182.00,599.88,757.97,1207.92,702.51,1357.85,2565.77,3268.28,699.84,.,.,.,.,.,.
Constant 2018 Prices,..Grouper,583.45,612.45,1665.36,360.94,1195.90,2861.26,3222.20,616.14,639.35,1700.93,375.82,1255.49,2956.42,3332.24,655.98,663.35,1667.92,401.32,1319.33,2987.25,3388.57,486.34,831.78,1545.99,478.73,1318.12,2864.11,3342.84,545.86,786.51,1538.14,642.63,1332.37,2870.51,3513.14,478.13,914.89,1839.14,723.20,1393.02,3232.16,3955.36,520.15,1119.01,2049.17,666.86,1639.16,3688.33,4355.20,571.91,1146.42,2234.76,748.85,1718.34,3953.10,4701.94,510.59,1137.46,2607.59,1300.13,1648.05,4255.64,5555.76,596.18,1001.28,2319.17,819.22,1597.45,3916.62,4735.84,592.08,945.28,2505.29,934.73,1537.37,4042.66,4977.38,535.23,1024.81,2173.25,932.95,1560.04,3733.28,4666.24,624.46,997.98,2398.47,929.81,1622.44,4020.91,4950.72,609.04,918.79,2389.90,853.85,1527.83,3917.73,4771.58,653.46,901.89,2388.20,793.07,1555.35,3943.55,4736.62,636.63,884.24,2446.18,792.50,1520.86,3967.05,4759.55,630.40,762.32,2175.56,817.49,1392.72,3568.28,4385.77,627.69,745.65,2284.80,736.29,1373.34,3658.14,4394.43,584.11,674.25,2577.39,823.32,1258.36,3835.75,4659.07,683.70,780.24,3074.74,770.08,1463.94,4538.68,5308.76,664.53,761.59,3151.75,764.30,1426.12,4577.88,5342.17,578.49,829.89,3268.33,875.71,1408.38,4676.71,5552.42,615.58,1020.50,2800.49,629.23,1636.08,4436.57,5065.80,643.70,612.34,2366.16,552.57,1256.04,3622.20,4174.77,472.14,403.15,1429.02,486.95,875.29,2304.30,2791.25,434.74,527.59,1577.92,491.30,962.33,2540.24,3031.54,470.18,.,.,.,.,.,.
Constant 2018 Prices,..Indian Mackerel,1316.23,1109.51,1680.75,1261.44,2425.74,4106.49,5367.93,1382.11,1160.34,1713.18,1329.89,2542.45,4255.62,5585.52,1473.41,1243.81,1679.61,1407.54,2717.22,4396.83,5804.38,1481.66,1371.84,1930.48,1598.13,2853.50,4783.98,6382.11,1584.85,1347.75,1683.53,1612.34,2932.60,4616.13,6228.47,1395.39,1550.93,2160.09,1885.58,2946.32,5106.40,6991.98,1688.16,1741.43,2035.20,1896.66,3429.60,5464.79,7361.45,1758.35,2047.10,1742.24,1680.72,3805.45,5547.69,7228.41,1863.03,2066.77,1648.28,1795.61,3929.80,5578.08,7373.69,1728.02,1870.94,1810.05,1656.63,3598.97,5409.02,7065.65,1587.65,2120.08,1949.48,1915.52,3707.73,5657.21,7572.74,1501.99,1931.10,1740.12,1775.20,3433.09,5173.21,6948.40,1416.00,1836.01,1667.78,1568.16,3252.01,4919.78,6487.94,1778.79,1909.16,1640.91,1674.45,3687.95,5328.86,7003.32,1387.24,1910.32,1461.19,1679.56,3297.56,4758.75,6438.31,1261.20,1706.06,1482.45,1662.34,2967.26,4449.71,6112.05,877.41,1485.02,1406.67,1471.87,2362.42,3769.10,5240.97,1068.99,1510.58,1138.67,1218.94,2579.58,3718.25,4937.19,879.00,1410.56,1101.29,1204.37,2289.55,3390.84,4595.21,1095.07,1432.73,1160.10,1267.63,2527.80,3687.90,4955.53,994.58,1094.10,1119.13,1224.57,2088.67,3207.81,4432.38,978.40,1070.24,1042.69,1086.17,2048.64,3091.33,4177.50,913.52,890.02,821.24,733.91,1803.54,2624.79,3358.70,721.07,821.23,1320.71,1134.52,1542.30,2863.01,3997.53,730.18,830.58,1053.38,927.98,1560.76,2614.14,3542.13,867.06,1021.74,1042.36,999.29,1888.80,2931.16,3930.44,755.64,.,.,.,.,.,.
Constant 2018 Prices,..Threadfin Bream,1038.47,1130.68,2413.66,1083.85,2169.15,4582.81,5666.66,1093.76,1184.32,2477.17,1142.98,2278.09,4755.26,5898.24,1169.82,1253.72,2386.68,1210.90,2423.54,4810.22,6021.12,1112.42,1354.75,1252.40,1170.38,2467.17,3719.57,4889.94,1159.25,1464.63,1231.72,1098.51,2623.88,3855.60,4954.11,1000.06,1490.86,1589.61,1393.10,2490.92,4080.53,5473.63,1310.01,1798.47,1726.79,1343.38,3108.48,4835.27,6178.65,1276.56,1923.15,1815.00,1689.47,3199.71,5014.72,6704.18,1507.39,1762.24,1688.11,1243.79,3269.63,4957.74,6201.53,1435.74,1425.53,1497.45,1362.55,2861.27,4358.72,5721.27,1253.33,1338.57,1475.07,1493.01,2591.89,4066.97,5559.97,1235.97,1598.93,1543.18,1428.97,2834.90,4378.07,5807.05,1294.34,1476.89,1373.46,1456.77,2771.23,4144.69,5601.46,1174.63,1338.69,1351.11,1226.77,2513.32,3864.43,5091.21,1089.37,1176.31,1274.55,1157.92,2265.68,3540.22,4698.14,1053.89,1111.74,1400.54,1193.43,2165.62,3566.17,4759.60,1079.08,1072.61,1348.17,1328.40,2151.70,3499.87,4828.27,1255.23,1156.52,1317.58,1072.23,2411.75,3729.33,4801.56,1023.41,1094.82,1137.25,1147.96,2118.24,3255.49,4403.45,1164.86,1144.25,1348.23,1372.09,2309.11,3657.34,5029.43,1225.78,1078.02,1338.87,1141.18,2303.80,3642.67,4783.85,1001.47,898.99,1109.71,1288.55,1900.46,3010.17,4298.72,1329.65,818.35,1102.83,887.69,2148.00,3250.83,4138.51,1018.89,727.20,897.42,611.08,1746.09,2643.51,3254.59,637.36,707.95,1032.41,641.82,1345.31,2377.71,3019.53,612.51,732.86,825.69,615.06,1345.37,2171.05,2786.11,685.76,.,.,.,.,.,.
Constant 2018 Prices,..Slipmouth,917.03,882.33,963.38,1008.77,1799.36,2762.74,3771.51,961.47,919.70,980.36,1061.67,1881.16,2861.53,3923.20,1023.30,1012.04,965.12,1116.65,2035.35,3000.47,4117.12,1052.96,1094.16,1064.33,1156.88,2147.11,3211.44,4368.32,1102.81,1107.58,927.77,1163.58,2210.39,3138.16,4301.74,1096.70,1147.56,974.34,1016.94,2244.26,3218.59,4235.54,966.48,1272.03,974.01,1010.83,2238.50,3212.51,4223.34,887.64,1253.50,930.18,843.24,2141.14,3071.31,3914.55,866.51,1164.07,883.05,780.31,2030.58,2913.62,3693.93,837.59,1101.11,974.00,894.14,1938.70,2912.70,3806.84,971.58,1186.05,900.09,953.41,2157.63,3057.73,4011.13,943.52,1106.06,855.78,919.28,2049.58,2905.35,3824.63,830.51,1072.79,811.73,845.67,1903.29,2715.03,3560.70,740.89,942.02,799.16,695.42,1682.92,2482.08,3177.50,742.06,853.51,868.82,703.89,1595.56,2464.38,3168.27,670.31,855.52,846.69,637.64,1525.84,2372.52,3010.16,702.11,763.66,868.87,708.91,1465.77,2334.64,3043.55,691.27,718.45,822.04,725.65,1409.72,2231.77,2957.42,600.30,711.18,810.41,871.52,1311.49,2121.90,2993.42,664.48,695.18,730.47,814.10,1359.65,2090.12,2904.22,516.83,573.96,699.06,683.68,1090.79,1789.85,2473.53,597.03,600.95,612.74,672.61,1197.98,1810.72,2483.33,529.64,553.95,581.73,459.95,1083.59,1665.32,2125.27,394.81,444.08,594.87,414.74,838.89,1433.76,1848.50,296.21,334.91,460.85,327.87,631.12,1091.96,1419.84,359.08,392.67,429.77,305.01,751.75,1181.52,1486.52,324.20,.,.,.,.,.,.
Constant 2018 Prices,..Cavalla,491.18,459.32,360.16,363.55,950.49,1310.65,1674.19,517.69,482.21,370.15,383.87,999.90,1370.05,1753.92,554.10,501.02,355.36,408.53,1055.11,1410.47,1819.00,478.03,601.36,403.64,415.08,1079.39,1483.02,1898.11,549.27,583.41,393.95,417.18,1132.68,1526.63,1943.81,493.10,664.61,506.23,541.09,1157.71,1663.94,2205.03,644.15,896.36,528.86,607.24,1540.50,2069.36,2676.59,770.37,969.58,629.33,702.07,1739.95,2369.29,3071.35,736.45,1192.89,972.81,892.53,1929.34,2902.15,3794.67,782.09,1021.57,820.22,828.52,1803.66,2623.88,3452.40,698.63,1078.48,1009.94,1256.35,1777.11,2787.05,4043.40,673.44,1227.44,928.78,1143.79,1900.89,2829.66,3973.45,818.91,1008.83,905.35,1183.53,1827.74,2733.09,3916.62,939.67,1032.03,918.43,776.13,1971.70,2890.13,3666.25,849.96,1041.05,797.35,760.87,1891.01,2688.37,3449.24,821.98,1003.67,841.92,896.46,1825.65,2667.57,3564.04,636.47,869.58,773.31,813.30,1506.05,2279.36,3092.66,669.17,826.07,731.78,733.22,1495.23,2227.02,2960.24,659.75,760.50,740.59,760.88,1420.25,2160.84,2921.72,766.75,768.81,708.68,747.40,1535.57,2244.24,2991.65,722.44,830.47,842.21,807.92,1552.91,2395.12,3203.04,789.10,851.90,913.79,927.38,1641.00,2554.80,3482.18,738.00,740.05,971.61,636.48,1478.05,2449.66,3086.14,625.36,718.84,714.42,614.94,1344.20,2058.62,2673.56,641.11,747.34,638.79,462.60,1388.45,2027.24,2489.84,566.77,710.41,518.10,621.48,1277.17,1795.27,2416.75,546.71,.,.,.,.,.,.
Constant 2018 Prices,..Fimbriated Sardines,466.69,372.68,575.82,373.99,839.37,1415.19,1789.18,489.60,389.41,584.20,392.84,879.00,1463.21,1856.05,521.41,420.35,579.50,410.29,941.77,1521.27,1931.57,513.55,452.16,604.24,517.00,965.71,1569.95,2086.95,578.12,464.23,730.75,490.30,1042.35,1773.10,2263.40,601.71,711.37,776.43,584.35,1313.08,2089.51,2673.86,572.92,737.97,807.20,715.85,1310.89,2118.08,2833.93,731.55,798.17,858.16,792.50,1529.72,2387.88,3180.38,987.68,1160.08,1005.70,849.23,2147.77,3153.47,4002.70,1073.32,1024.01,1397.95,926.57,2097.33,3495.28,4421.85,960.26,827.90,944.45,691.98,1788.16,2732.61,3424.59,791.04,798.25,856.71,681.27,1589.29,2445.99,3127.26,783.82,752.73,859.51,638.07,1536.55,2396.06,3034.13,760.93,655.43,885.02,557.20,1416.36,2301.38,2858.58,692.62,655.09,1007.92,665.48,1347.71,2355.63,3021.11,719.34,604.58,783.89,570.55,1323.91,2107.80,2678.35,592.55,563.23,776.35,530.48,1155.78,1932.13,2462.61,616.65,596.58,799.06,537.84,1213.23,2012.29,2550.13,671.89,719.99,626.92,719.09,1391.88,2018.80,2737.90,705.53,647.48,656.77,439.55,1353.01,2009.78,2449.33,521.74,350.01,513.95,276.82,871.75,1385.70,1662.51,321.78,301.93,549.62,276.78,623.71,1173.33,1450.10,278.19,399.98,649.51,305.13,678.18,1327.68,1632.82,245.57,231.84,403.89,199.89,477.41,881.29,1081.18,354.16,246.56,313.83,183.93,600.71,914.54,1098.47,250.36,236.36,319.38,259.40,486.73,806.10,1065.50,362.19,.,.,.,.,.,.
Constant 2018 Prices,..P. Vannamei*,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1433.72,1582.53,1645.87,2160.62,3016.25,4662.12,6822.74,1552.97,2544.93,1998.30,3390.32,4097.90,6096.20,9486.53,2209.65,2572.03,2452.40,2327.65,4781.68,7234.08,9561.73,2407.59,3437.14,3113.25,3864.10,5844.73,8957.98,12822.08,2152.34,2798.04,2777.26,2734.96,4950.38,7727.64,10462.60,2076.74,.,.,.,.,.,.
