Crop,Geolocation,2010 Quarter1,2010 Quarter2,2010 Semester1,2010 Quarter3,2010 Quarter4,2010 Semester2,2010 Annual,2011 Quarter1,2011 Quarter2,2011 Semester1,2011 Quarter3,2011 Quarter4,2011 Semester2,2011 Annual,2012 Quarter1,2012 Quarter2,2012 Semester1,2012 Quarter3,2012 Quarter4,2012 Semester2,2012 Annual,2013 Quarter1,2013 Quarter2,2013 Semester1,2013 Quarter3,2013 Quarter4,2013 Semester2,2013 Annual,2014 Quarter1,2014 Quarter2,2014 Semester1,2014 Quarter3,2014 Quarter4,2014 Semester2,2014 Annual,2015 Quarter1,2015 Quarter2,2015 Semester1,2015 Quarter3,2015 Quarter4,2015 Semester2,2015 Annual,2016 Quarter1,2016 Quarter2,2016 Semester1,2016 Quarter3,2016 Quarter4,2016 Semester2,2016 Annual,2017 Quarter1,2017 Quarter2,2017 Semester1,2017 Quarter3,2017 Quarter4,2017 Semester2,2017 Annual,2018 Quarter1,2018 Quarter2,2018 Semester1,2018 Quarter3,2018 Quarter4,2018 Semester2,2018 Annual,2019 Quarter1,2019 Quarter2,2019 Semester1,2019 Quarter3,2019 Quarter4,2019 Semester2,2019 Annual,2020 Quarter1,2020 Quarter2,2020 Semester1,2020 Quarter3,2020 Quarter4,2020 Semester2,2020 Annual,2021 Quarter1,2021 Quarter2,2021 Semester1,2021 Quarter3,2021 Quarter4,2021 Semester2,2021 Annual,2022 Quarter1,2022 Quarter2,2022 Semester1,2022 Quarter3,2022 Quarter4,2022 Semester2,2022 Annual,2023 Quarter1,2023 Quarter2,2023 Semester1,2023 Quarter3,2023 Quarter4,2023 Semester2,2023 Annual,2024 Quarter1,2024 Quarter2,2024 Semester1,2024 Quarter3,2024 Quarter4,2024 Semester2,2024 Annual,2025 Quarter1,2025 Quarter2,2025 Semester1,2025 Quarter3,2025 Quarter4,2025 Semester2,2025 Annual,2026 Quarter1,2026 Quarter2,2026 Semester1,2026 Quarter3,2026 Quarter4,2026 Semester2,2026 Annual
..Banana Cavendish,..REGION X (NORTHERN MINDANAO),261449.00,265294.00,526743.00,290147.00,300231.00,590378.00,1117121.00,280931.00,252140.78,533071.78,285694.50,296855.86,582550.36,1115622.14,276630.00,248197.25,524827.25,280716.11,296846.00,577562.11,1102389.36,273505.00,242719.60,516224.60,287216.50,316870.00,604086.50,1120311.10,281118.00,247370.50,528488.50,297180.95,322955.75,620136.70,1148625.20,287679.00,262485.00,550164.00,312733.72,337695.00,650428.72,1200592.72,302290.00,273850.00,576140.00,319773.00,341706.00,661479.00,1237619.00,340056.42,282736.00,622792.42,327108.00,346500.00,673608.00,1296400.42,346752.60,285613.75,632366.35,331189.57,350206.55,681396.12,1313762.47,350764.12,289601.51,640365.63,335244.54,354057.88,689302.42,1329668.05,350823.26,288139.64,638962.90,340636.71,358197.95,698834.66,1337797.56,368697.39,293648.79,662346.18,342009.70,360262.37,702272.07,1364618.25,368935.60,295226.89,664162.49,342762.27,361088.59,703850.86,1368013.35,364124.46,293152.95,657277.41,345813.71,363484.18,709297.89,1366575.30,362104.99,259227.73,621332.72,343140.90,363450.23,706591.13,1327923.85,360246.07,259737.21,619983.28,329823.08,346873.99,676697.07,1296680.35,324776.00,..,..,..,..,..,..
..Banana Lakatan,PHILIPPINES,198633.11,242967.05,441600.15,242024.80,237976.56,480001.36,921601.51,205582.84,244323.56,449906.40,245882.71,230929.78,476812.49,926718.89,207833.08,260812.52,468645.60,250844.51,223448.09,474292.60,942938.20,206653.36,257330.35,463983.71,248319.69,217728.27,466047.96,930031.68,207004.84,263851.01,470855.85,255438.14,228562.24,484000.38,954856.23,208418.43,255653.22,464071.65,267180.87,239243.30,506424.18,970495.82,189074.04,225096.73,414170.77,245138.01,239206.14,484344.16,898514.92,188325.06,227193.27,415518.33,249843.79,245620.99,495464.79,910983.12,192987.58,232196.23,425183.82,258074.20,246283.67,504357.87,929541.69,188038.37,216679.22,404717.59,255710.19,249289.42,504999.61,909717.19,187485.01,216913.08,404398.09,263324.53,257792.84,521117.37,925515.46,193950.94,234438.92,428389.86,270134.26,263010.51,533144.77,961534.63,192067.71,237113.11,429180.83,273321.38,264087.17,537408.54,966589.37,195408.55,227320.61,422729.16,266425.02,257446.84,523871.86,946601.02,184201.31,215941.09,400142.39,265119.66,233745.36,498865.02,899007.42,193258.07,216166.21,409424.28,267511.47,241211.56,508723.03,918147.31,192814.74,..,..,..,..,..,..
..Banana Lakatan,..CORDILLERA ADMINISTRATIVE REGION (CAR),844.86,1012.34,1857.20,1678.52,782.27,2460.79,4317.99,836.91,1062.44,1899.35,1594.89,737.09,2331.98,4231.33,807.06,1114.00,1921.06,1516.11,708.81,2224.92,4145.98,927.30,1610.82,2538.12,1625.41,665.80,2291.21,4829.33,628.50,1499.37,2127.87,1871.18,604.54,2475.72,4603.59,659.60,1574.92,2234.52,1663.37,559.75,2223.12,4457.64,649.42,1606.24,2255.67,1722.36,298.15,2020.51,4276.17,421.16,443.51,864.67,1793.01,304.63,2097.64,2962.31,444.28,451.74,896.02,1585.85,254.63,1840.48,2736.50,310.25,271.34,581.59,1937.63,271.41,2209.04,2790.63,363.70,350.72,714.42,2298.13,252.56,2550.69,3265.11,348.12,309.94,658.06,2161.78,208.24,2370.02,3028.08,335.86,339.88,675.74,2097.53,215.05,2312.58,2988.32,333.14,338.91,672.05,1936.74,196.80,2133.54,2805.59,278.70,325.00,603.70,1645.06,159.53,1804.59,2408.28,257.14,380.63,637.77,1705.21,153.93,1859.15,2496.92,355.43,..,..,..,..,..,..
..Banana Lakatan,..REGION I (ILOCOS REGION),240.61,163.96,404.57,143.60,382.64,526.23,930.80,257.15,176.39,433.54,141.61,356.80,498.42,931.96,271.94,183.58,455.52,135.63,359.22,494.85,950.38,265.41,180.93,446.34,135.58,362.35,497.93,944.27,253.34,176.96,430.31,134.37,343.29,477.66,907.96,237.50,168.72,406.22,131.34,316.41,447.75,853.97,222.67,161.78,384.45,136.11,286.49,422.60,807.05,193.73,186.93,380.65,140.45,297.85,438.30,818.96,197.86,193.17,391.03,140.19,205.48,345.67,736.71,179.37,174.25,353.62,136.27,195.28,331.55,685.18,182.71,172.65,355.36,141.75,203.26,345.01,700.37,181.38,157.24,338.61,140.67,193.40,334.06,672.68,175.81,160.09,335.90,148.37,199.77,348.14,684.04,183.71,157.06,340.78,129.48,178.21,307.69,648.46,186.08,151.72,337.80,134.23,173.22,307.45,645.26,181.16,151.08,332.24,71.91,160.44,232.35,564.59,181.54,..,..,..,..,..,..
..Banana Lakatan,..REGION II (CAGAYAN VALLEY),6444.59,18004.55,24449.14,8612.60,6711.70,15324.30,39773.44,4858.54,13863.51,18722.05,7445.32,3137.31,10582.63,29304.68,4481.51,16427.86,20909.37,9435.10,5007.58,14442.68,35352.05,7111.10,19609.02,26720.12,9568.63,4391.67,13960.30,40680.42,6090.85,18090.45,24181.30,8904.17,5700.91,14605.08,38786.38,6456.39,17869.31,24325.70,8580.85,3977.46,12558.31,36884.01,4574.07,17009.60,21583.67,8824.76,3810.56,12635.32,34218.99,2636.63,13636.96,16273.59,8140.19,4636.38,12776.57,29050.16,3535.58,17024.57,20560.15,8710.48,3129.45,11839.93,32400.08,2273.37,14062.53,16335.90,7961.10,3047.88,11008.98,27344.88,2770.71,15601.52,18372.23,9085.26,3470.11,12555.37,30927.60,2802.84,15166.92,17969.76,9539.85,4052.21,13592.06,31561.82,2942.03,14869.11,17811.14,9735.81,4299.03,14034.84,31845.98,3159.87,15655.95,18815.82,9792.81,4246.92,14039.73,32855.55,2829.66,15262.67,18092.33,9416.44,2784.41,12200.85,30293.18,2427.39,13784.63,16212.02,8904.54,2396.30,11300.84,27512.87,2175.25,..,..,..,..,..,..
..Banana Lakatan,..REGION III (CENTRAL LUZON),3294.59,3984.20,7278.79,2546.83,3374.70,5921.53,13200.32,3285.26,4024.64,7309.90,2563.07,3267.01,5830.08,13139.98,3297.60,4089.99,7387.59,2593.32,3261.78,5855.10,13242.69,3211.03,4451.44,7662.47,2397.88,3108.72,5506.60,13169.07,3047.51,4442.83,7490.34,2493.20,3459.03,5952.23,13442.57,3264.06,4554.19,7818.25,2874.12,3281.85,6155.97,13974.22,2762.80,4195.25,6958.05,2738.86,3247.59,5986.45,12944.50,2837.34,4225.31,7062.65,2854.13,3305.07,6159.20,13221.85,2899.27,4258.68,7157.95,2818.48,3126.76,5945.24,13103.19,2978.76,4059.63,7038.39,2594.32,2656.68,5251.00,12289.39,2390.78,3437.74,5828.52,2591.41,2466.37,5057.78,10886.30,2354.03,3296.47,5650.50,2490.27,2307.56,4797.83,10448.33,2026.18,3138.66,5164.84,2521.03,2343.62,4864.65,10029.49,1967.52,3087.74,5055.26,2355.65,2112.99,4468.64,9523.90,1441.36,2696.36,4137.72,2097.16,1538.60,3635.76,7773.48,1505.38,2587.72,4093.10,1467.82,1185.40,2653.22,6746.32,1449.73,..,..,..,..,..,..
..Banana Lakatan,..REGION IV-A (CALABARZON),1306.38,3062.60,4368.98,2844.18,847.20,3691.38,8060.36,1315.31,3035.02,4350.33,2922.85,870.80,3793.65,8143.98,1287.16,3100.50,4387.66,2968.21,903.66,3871.87,8259.53,1280.86,3142.59,4423.45,3120.09,928.24,4048.33,8471.78,1194.89,3049.61,4244.50,2824.08,386.10,3210.18,7454.68,571.88,2327.35,2899.23,2951.64,484.49,3436.13,6335.36,1054.01,2204.26,3258.27,3087.28,501.42,3588.70,6846.97,1060.08,2185.77,3245.85,3416.88,469.59,3886.46,7132.31,984.40,2163.09,3147.49,3568.32,486.47,4054.79,7202.28,939.45,1905.68,2845.13,3354.98,529.58,3884.56,6729.69,805.30,1669.91,2475.22,3239.13,441.42,3680.55,6155.77,731.69,1737.43,2469.11,3161.15,484.99,3646.14,6115.26,906.30,1931.74,2838.04,3540.61,474.46,4015.07,6853.11,872.34,1781.83,2654.17,3847.48,507.38,4354.86,7009.03,984.19,1475.88,2460.07,2710.86,437.50,3148.37,5608.43,840.10,1681.64,2521.74,2865.47,436.73,3302.20,5823.94,929.71,..,..,..,..,..,..
..Banana Lakatan,..MIMAROPA REGION,7563.46,9599.10,17162.56,9751.28,13040.07,22791.35,39953.91,7709.52,9949.76,17659.28,10033.48,14573.73,24607.21,42266.49,7531.41,10121.91,17653.32,10449.44,9048.69,19498.13,37151.45,5315.64,7789.37,13105.01,9494.59,6576.70,16071.29,29176.30,4275.67,7370.67,11646.34,9921.68,6997.06,16918.74,28565.08,4417.65,8697.35,13115.00,10337.94,7664.65,18002.59,31117.59,2163.80,3267.97,5431.77,4882.34,4188.79,9071.13,14502.90,1992.95,2924.05,4917.00,4310.74,4474.96,8785.70,13702.70,2074.94,3079.05,5153.99,5080.51,5627.30,10707.81,15861.80,2069.28,3023.06,5092.34,5969.87,5884.86,11854.73,16947.07,1424.94,1828.17,3253.11,3312.75,2349.33,5662.08,8915.19,1659.88,1854.47,3514.35,4258.34,2334.94,6593.28,10107.63,898.56,1631.26,2529.82,7276.26,1830.51,9106.77,11636.59,945.09,1992.63,2937.72,7761.23,1429.10,9190.34,12128.06,952.83,1989.07,2941.90,8864.15,1811.74,10675.89,13617.79,966.28,2192.83,3159.11,10895.33,1485.46,12380.78,15539.89,957.16,..,..,..,..,..,..
..Banana Lakatan,..REGION V (BICOL REGION),740.90,1116.82,1857.72,1161.74,700.45,1862.19,3719.91,758.49,1071.70,1830.19,1185.22,711.54,1896.76,3726.95,773.47,1095.28,1868.75,1209.64,733.77,1943.41,3812.16,785.47,1133.61,1919.08,1266.58,741.22,2007.80,3926.88,790.01,1154.82,1944.83,1045.07,654.15,1699.22,3644.05,705.67,1116.07,1821.74,1141.36,708.84,1850.20,3671.94,701.11,1028.91,1730.02,1200.80,708.53,1909.33,3639.35,581.44,828.29,1409.73,1180.46,682.26,1862.72,3272.45,549.74,919.98,1469.72,1394.72,716.58,2111.30,3581.02,527.82,819.46,1347.28,1494.17,715.71,2209.88,3557.16,370.90,717.99,1088.89,1526.75,595.50,2122.25,3211.14,178.51,478.43,656.94,943.43,637.63,1581.06,2238.00,230.25,697.21,927.46,1379.70,650.80,2030.50,2957.96,144.53,808.86,953.39,874.37,629.61,1503.97,2457.36,142.01,734.47,876.48,812.61,222.72,1035.33,1911.81,120.88,721.41,842.29,789.91,284.20,1074.11,1916.41,88.10,..,..,..,..,..,..
..Banana Lakatan,..REGION VI (WESTERN VISAYAS),5728.13,3643.05,9371.18,2919.46,6954.81,9874.27,19245.45,5852.99,3829.48,9682.47,3049.59,7025.42,10075.01,19757.48,5871.92,3961.73,9833.65,3141.49,7180.61,10322.10,20155.75,5860.63,4019.63,9880.26,3123.74,6692.11,9815.85,19696.11,4059.07,3361.50,7420.57,2848.71,6974.76,9823.47,17244.04,4550.65,3701.37,8252.02,3063.20,7172.84,10236.04,18488.06,4709.39,3769.30,8478.69,3218.31,7444.54,10662.85,19141.54,4865.91,4008.90,8874.81,3309.77,7564.39,10874.16,19748.97,4991.34,4134.17,9125.51,3389.57,7927.59,11317.16,20442.67,5157.76,4227.76,9385.52,3604.73,8222.88,11827.61,21213.13,5281.71,4581.51,9863.22,3778.27,9154.85,12933.12,22796.34,5534.19,5032.05,10566.24,4082.15,9430.07,13512.23,24078.46,5678.05,5376.19,11054.23,4207.86,8503.94,12711.80,23766.03,5660.34,5479.25,11139.59,3972.98,7978.05,11951.03,23090.62,4170.69,4048.72,8219.41,3005.33,7460.37,10465.70,18685.11,3891.75,4134.18,8025.93,3286.34,8200.03,11486.37,19512.30,4046.69,..,..,..,..,..,..
..Banana Lakatan,..NEGROS ISLAND REGION (NIR) 2/,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.00,..,..,..,..,..,..,0.00,..,..,..,..,..,..,0.00,..,..,..,..,..,..,0.00,..,..,..,..,..,..,0.00,..,..,..,..,..,..,0.00,..,..,..,..,..,..,..,..,..,..,..,3296.34,1880.43,5176.77,1525.38,1614.00,3139.38,8316.15,2475.31,1575.86,4051.18,1255.66,1613.28,2868.94,6920.12,2698.91,..,..,..,..,..,..
..Banana Lakatan,..REGION VII (CENTRAL VISAYAS),4368.01,3517.67,7885.68,2745.23,3678.64,6423.87,14309.55,4532.37,4653.22,9185.59,3061.84,4308.98,7370.82,16556.41,4771.17,4426.68,9197.85,3143.52,4185.42,7328.94,16526.79,4939.20,4636.29,9575.49,4064.34,3870.78,7935.12,17510.61,4933.01,4708.00,9641.01,3758.08,4471.40,8229.48,17870.49,5006.41,4746.87,9753.28,4050.89,4972.80,9023.69,18776.97,5230.08,3511.08,8741.16,3281.40,5738.91,9020.31,17761.47,5689.63,3916.39,9606.02,3706.94,5917.27,9624.21,19230.23,5676.39,3829.85,9506.24,3741.01,5827.55,9568.56,19074.80,5423.94,3507.18,8931.12,3215.05,5378.48,8593.53,17524.65,5083.48,3420.56,8504.04,3414.88,6016.22,9431.10,17935.14,5251.37,3503.19,8754.56,3625.94,5751.24,9377.18,18131.74,2384.89,2262.59,4647.48,2944.22,6572.54,9516.76,14164.24,4249.80,3165.75,7415.55,3934.02,7101.20,11035.22,18450.77,1375.51,2565.88,3941.39,2807.33,5053.76,7861.09,11802.48,1849.07,2397.19,4246.26,3464.40,5189.29,8653.69,12899.96,1825.31,..,..,..,..,..,..
..Banana Lakatan,..REGION VIII (EASTERN VISAYAS),3904.38,5041.16,8945.54,3574.42,3729.45,7303.87,16249.41,3887.05,5096.56,8983.61,3583.65,3556.43,7140.08,16123.69,3947.48,5153.91,9101.39,3560.07,3560.14,7120.21,16221.60,4013.43,5265.25,9278.68,3218.25,2125.02,5343.27,14621.95,3140.61,4658.26,7798.87,2871.48,1924.94,4796.42,12595.29,3198.14,4447.59,7645.73,2877.67,2068.75,4946.42,12592.15,2879.55,3778.49,6658.04,2932.39,2129.71,5062.11,11720.14,2912.22,3738.58,6650.80,2983.10,2105.80,5088.91,11739.71,2872.22,3591.76,6463.98,2939.11,2053.97,4993.08,11457.06,2685.77,3536.78,6222.55,3052.44,2021.86,5074.30,11296.85,2584.46,3438.42,6022.88,3031.06,2078.68,5109.73,11132.61,2757.49,3451.92,6209.40,3194.13,2027.08,5221.21,11430.61,2716.74,3536.44,6253.18,3190.06,2142.71,5332.77,11585.95,3017.60,3889.26,6906.86,3389.53,2266.72,5656.25,12563.11,2881.92,3774.49,6656.41,3516.22,2193.29,5709.51,12365.92,2801.67,3831.47,6633.15,3335.62,2125.09,5460.71,12093.86,2609.89,..,..,..,..,..,..
..Banana Lakatan,..REGION IX (ZAMBOANGA PENINSULA),7333.15,9043.98,16377.13,16059.56,20935.57,36995.13,53372.27,7108.87,10432.35,17541.22,13640.54,14770.54,28411.08,45952.30,7350.10,11465.96,18816.06,12749.11,17616.11,30365.22,49181.28,7927.45,14056.53,21983.98,13509.21,20250.53,33759.74,55743.73,8567.70,18100.32,26668.02,14494.92,20558.88,35053.80,61721.82,8794.61,18343.71,27138.32,15605.25,21012.69,36617.94,63756.26,8469.68,17258.44,25728.13,15310.95,20870.57,36181.53,61909.66,8271.99,17524.95,25796.94,16058.79,20225.72,36284.51,62081.45,8321.16,17667.82,25988.98,16658.05,19692.17,36350.22,62339.20,8084.41,17080.51,25164.92,17689.00,19989.12,37678.12,62843.04,7971.96,16336.29,24308.25,18801.26,21710.93,40512.19,64820.44,8036.63,17880.51,25917.14,19888.12,22459.01,42347.13,68264.27,9414.08,18712.26,28126.34,19365.51,23278.33,42643.84,70770.18,8426.13,20254.92,28681.04,18300.76,21640.93,39941.69,68622.74,7538.26,18315.29,25853.56,17685.84,21710.93,39396.77,65250.33,7827.24,19295.30,27122.54,20592.36,24516.60,45108.95,72231.49,10526.24,..,..,..,..,..,..
..Banana Lakatan,..REGION X (NORTHERN MINDANAO),47071.06,37242.50,84313.56,42552.50,38057.07,80609.57,164923.13,47562.13,38905.15,86467.28,44845.10,35000.32,79845.42,166312.70,49969.68,42610.16,92579.84,45835.48,30678.55,76514.03,169093.87,48253.00,41416.99,89669.99,46297.02,31345.60,77642.62,167312.61,48476.05,42774.59,91250.64,46484.10,31163.45,77647.55,168898.19,48490.91,41317.50,89808.41,47356.65,31102.15,78458.80,168267.21,48763.67,40213.25,88976.92,47573.41,31839.24,79412.65,168389.57,48505.49,41289.72,89795.21,47726.35,32217.46,79943.81,169739.02,49036.49,41643.04,90679.53,48231.41,32628.40,80859.81,171539.34,49495.53,40291.97,89787.50,48991.89,33966.20,82958.09,172745.59,49588.49,41838.83,91427.32,50607.18,35097.16,85704.34,177131.66,51233.95,45764.77,96998.72,52120.69,35202.34,87323.03,184321.75,51721.77,47515.29,99237.06,51217.73,37650.77,88868.50,188105.56,54872.50,43695.57,98568.07,50581.87,36236.36,86818.23,185386.30,50548.46,41277.03,91825.49,49835.60,36266.98,86102.58,177928.07,47548.35,41770.52,89318.86,50779.13,39118.26,89897.39,179216.26,47005.53,..,..,..,..,..,..
..Banana Latundan,PHILIPPINES,142403.33,151092.19,293495.52,146588.92,161114.39,307703.31,601198.83,145583.24,148770.92,294354.16,147396.73,156671.97,304068.70,598422.86,147909.56,157014.57,304924.13,151764.75,159211.73,310976.48,615900.60,144950.37,159000.71,303951.09,151849.06,153848.53,305697.59,609648.68,140294.79,157267.86,297562.66,153461.57,159264.53,312726.11,610288.76,143737.22,156056.23,299793.45,156933.30,159949.58,316882.88,616676.33,138450.64,146117.19,284567.83,154292.32,161483.04,315775.35,600343.18,137502.35,141673.03,279175.38,158473.69,167305.57,325779.26,604954.64,138837.82,153299.98,292137.80,161876.31,167295.09,329171.40,621309.21,134291.41,138907.27,273198.68,158121.78,163949.32,322071.10,595269.78,132074.56,142145.38,274219.93,157475.27,164361.36,321836.62,596056.56,135224.23,144765.19,279989.41,159573.06,165978.26,325551.32,605540.73,124769.69,141132.62,265902.32,163004.76,162367.08,325371.84,591274.16,126583.42,145648.85,272232.27,164430.55,156766.30,321196.85,593429.12,113060.21,135827.16,248887.38,162071.33,151713.74,313785.07,562672.45,116946.15,137000.31,253946.46,162029.60,152205.15,314234.75,568181.22,117043.34,..,..,..,..,..,..
..Banana Latundan,..CORDILLERA ADMINISTRATIVE REGION (CAR),1441.16,1047.84,2489.00,1727.50,791.37,2518.87,5007.87,1431.14,1114.02,2545.16,1668.49,758.00,2426.49,4971.65,1422.83,1147.72,2570.55,1621.33,812.22,2433.55,5004.10,1594.55,1904.82,3499.37,1717.00,800.80,2517.80,6017.17,1231.85,1784.91,3016.76,2111.75,779.59,2891.34,5908.10,1300.77,1932.39,3233.15,2028.28,737.10,2765.38,5998.53,1299.92,2006.48,3306.40,2303.76,429.60,2733.36,6039.75,918.87,617.12,1535.99,2339.77,489.67,2829.44,4365.43,1100.34,798.73,1899.07,2332.84,384.33,2717.17,4616.24,666.62,410.65,1077.26,2208.98,416.25,2625.23,3702.49,827.60,569.62,1397.22,2881.54,418.86,3300.40,4697.62,882.86,576.66,1459.52,3058.55,525.24,3583.79,5043.31,911.33,643.15,1554.48,3102.92,539.20,3642.12,5196.60,967.92,555.21,1523.13,2904.89,517.97,3422.86,4945.99,966.63,562.49,1529.12,2013.70,457.18,2470.88,4000.00,697.84,592.90,1290.74,1712.71,347.38,2060.08,3350.82,596.18,..,..,..,..,..,..
..Banana Latundan,..REGION I (ILOCOS REGION),4954.24,2496.44,7450.68,2239.02,4891.79,7130.81,14581.50,5233.62,2603.99,7837.61,2337.91,4455.32,6793.23,14630.84,5426.50,2725.30,8151.80,2426.35,4598.24,7024.59,15176.39,5521.71,2833.79,8355.50,2485.64,4754.14,7239.78,15595.28,5421.19,2949.91,8371.10,2495.29,4810.18,7305.47,15676.57,5614.40,3008.70,8623.10,2503.19,4387.18,6890.37,15513.47,5394.17,2773.35,8167.52,2604.18,4139.47,6743.65,14911.17,4959.68,2861.39,7821.06,2724.22,4502.35,7226.57,15047.63,5266.56,2995.23,8261.79,2790.91,3802.14,6593.05,14854.84,4993.46,3000.16,7993.62,2757.14,3945.52,6702.66,14696.28,5126.16,3124.51,8250.67,2876.04,4087.62,6963.66,15214.33,5333.12,3206.62,8539.74,3053.12,3889.66,6942.77,15482.52,5684.32,3425.06,9109.38,3188.51,3975.17,7163.68,16273.06,6043.13,3588.47,9631.60,3029.03,3467.95,6496.98,16128.58,6083.67,3534.04,9617.72,3021.19,3282.58,6303.77,15921.48,5680.69,3504.35,9185.04,2255.63,2966.27,5221.90,14406.94,5713.33,..,..,..,..,..,..
..Banana Latundan,..REGION II (CAGAYAN VALLEY),6929.32,25919.15,32848.47,8779.23,7221.48,16000.71,48849.18,5801.05,21042.78,26843.83,8046.83,3963.99,12010.82,38854.65,6255.20,25401.89,31657.09,9825.41,6124.10,15949.51,47606.60,8134.01,29714.46,37848.47,10232.12,5536.44,15768.56,53617.02,7253.44,28264.31,35517.75,10693.72,6610.34,17304.06,52821.81,7975.76,29379.00,37354.77,10615.21,5557.22,16172.43,53527.20,6302.25,29791.40,36093.65,10977.09,4685.15,15662.24,51755.89,3528.48,21991.63,25520.11,9751.34,5533.04,15284.38,40804.49,4373.83,30221.50,34595.33,10736.20,3088.19,13824.39,48419.72,2933.90,24393.16,27327.06,9852.42,3146.31,12998.74,40325.79,3499.69,27581.27,31080.96,11084.61,3233.51,14318.12,45399.08,3498.50,27688.39,31186.89,11505.78,3605.09,15110.87,46297.75,3659.39,27585.92,31245.31,11735.46,3885.43,15620.89,46866.20,3848.93,30380.93,34229.86,11586.45,3909.73,15496.18,49726.04,3720.50,28983.88,32704.38,11352.40,2869.92,14222.32,46926.69,3147.53,26242.37,29389.90,10411.59,2723.77,13135.37,42525.27,2859.85,..,..,..,..,..,..
..Banana Latundan,..REGION III (CENTRAL LUZON),2184.93,2802.21,4987.14,2056.53,2471.25,4527.78,9514.92,2186.25,2868.98,5055.23,2063.48,2374.06,4437.54,9492.77,2175.29,2920.74,5096.03,2088.67,2392.57,4481.24,9577.27,2138.30,3305.43,5443.73,1920.85,2274.93,4195.78,9639.51,1971.62,3076.78,5048.40,2001.35,2460.35,4461.70,9510.10,2042.73,3134.38,5177.11,2308.67,2158.81,4467.48,9644.59,1727.54,2470.19,4197.73,2160.34,2230.45,4390.79,8588.52,1669.93,2584.45,4254.38,2145.98,2324.79,4470.77,8725.15,1765.32,2699.72,4465.04,2176.56,2493.87,4670.43,9135.47,1950.55,2770.86,4721.41,2449.82,2696.13,5145.95,9867.35,2471.28,3033.83,5505.11,2497.70,2544.75,5042.45,10547.56,2422.56,2870.72,5293.28,2253.27,2333.17,4586.44,9879.72,2996.17,3106.97,6103.14,2466.04,2103.13,4569.17,10672.31,2677.57,3241.36,5918.93,2299.64,2156.25,4455.89,10374.82,2666.01,2860.86,5526.87,2013.53,2453.58,4467.11,9993.98,2763.80,2952.42,5716.23,1716.28,2203.95,3920.24,9636.46,2658.07,..,..,..,..,..,..
..Banana Latundan,..REGION IV-A (CALABARZON),2451.61,7696.79,10148.40,6774.19,5085.34,11859.53,22007.93,2796.18,7893.84,10690.02,7042.74,5082.70,12125.44,22815.46,2863.28,8082.18,10945.46,7362.55,5040.38,12402.93,23348.39,2888.25,8225.66,11113.91,7577.28,4299.35,11876.63,22990.54,2672.15,8275.91,10948.06,6816.62,3359.84,10176.46,21124.52,2095.81,6773.20,8869.01,7144.42,4523.60,11668.02,20537.03,2515.68,7759.57,10275.25,8235.52,4793.55,13029.08,23304.32,2013.51,7849.87,9863.38,8975.41,5108.06,14083.47,23946.85,1921.88,7817.17,9739.05,9004.15,5866.99,14871.14,24610.19,2001.75,8183.05,10184.80,7799.79,5646.27,13446.06,23630.87,1441.09,7636.89,9077.98,7328.22,4295.39,11623.61,20701.59,1227.07,7451.14,8678.21,5700.56,4218.17,9918.73,18596.94,1267.06,7778.29,9045.35,6413.03,3745.11,10158.14,19203.49,1167.52,7034.44,8201.96,6650.83,3964.29,10615.12,18817.08,998.32,5823.86,6822.17,4760.79,3052.10,7812.89,14635.06,677.61,6044.87,6722.48,4451.98,3557.12,8009.10,14731.58,920.77,..,..,..,..,..,..
..Banana Latundan,..MIMAROPA REGION,7978.08,6497.93,14476.01,7249.61,9860.49,17110.10,31586.11,8237.47,6641.17,14878.64,7403.15,10039.99,17443.14,32321.78,8203.46,6765.14,14968.60,7706.83,7094.71,14801.54,29770.14,6728.00,6053.86,12781.86,7526.47,5174.86,12701.33,25483.19,5899.82,5796.00,11695.82,7858.37,5510.84,13369.21,25065.03,6142.02,6265.65,12407.67,8217.57,6014.78,14232.35,26640.02,4613.01,3805.90,8418.91,4971.21,4856.39,9827.60,18246.51,4534.27,3358.92,7893.19,4536.15,5110.18,9646.33,17539.52,4722.80,3521.66,8244.46,5497.32,5493.49,10990.81,19235.27,4748.77,3352.96,8101.73,6079.83,5600.76,11680.59,19782.32,3701.76,1981.20,5682.96,2602.10,2796.03,5398.13,11081.09,4600.00,2003.30,6603.30,5198.78,2687.17,7885.95,14489.25,3228.72,1653.77,4882.49,8977.79,1817.64,10795.43,15677.92,3246.44,2408.48,5654.92,8755.26,1968.80,10724.06,16378.98,3686.73,2379.15,6065.88,10431.94,2069.53,12501.47,18567.35,3990.61,2439.72,6430.33,12777.18,2313.12,15090.30,21520.63,3657.19,..,..,..,..,..,..
