Species,Geolocation,2002 Quarter 1,2002 Quarter 2,2002 Quarter 3,2002 Quarter 4,2002 Annual,2003 Quarter 1,2003 Quarter 2,2003 Quarter 3,2003 Quarter 4,2003 Annual,2004 Quarter 1,2004 Quarter 2,2004 Quarter 3,2004 Quarter 4,2004 Annual,2005 Quarter 1,2005 Quarter 2,2005 Quarter 3,2005 Quarter 4,2005 Annual,2006 Quarter 1,2006 Quarter 2,2006 Quarter 3,2006 Quarter 4,2006 Annual,2007 Quarter 1,2007 Quarter 2,2007 Quarter 3,2007 Quarter 4,2007 Annual,2008 Quarter 1,2008 Quarter 2,2008 Quarter 3,2008 Quarter 4,2008 Annual,2009 Quarter 1,2009 Quarter 2,2009 Quarter 3,2009 Quarter 4,2009 Annual,2010 Quarter 1,2010 Quarter 2,2010 Quarter 3,2010 Quarter 4,2010 Annual,2011 Quarter 1,2011 Quarter 2,2011 Quarter 3,2011 Quarter 4,2011 Annual,2012 Quarter 1,2012 Quarter 2,2012 Quarter 3,2012 Quarter 4,2012 Annual,2013 Quarter 1,2013 Quarter 2,2013 Quarter 3,2013 Quarter 4,2013 Annual,2014 Quarter 1,2014 Quarter 2,2014 Quarter 3,2014 Quarter 4,2014 Annual,2015 Quarter 1,2015 Quarter 2,2015 Quarter 3,2015 Quarter 4,2015 Annual,2016 Quarter 1,2016 Quarter 2,2016 Quarter 3,2016 Quarter 4,2016 Annual,2017 Quarter 1,2017 Quarter 2,2017 Quarter 3,2017 Quarter 4,2017 Annual,2018 Quarter 1,2018 Quarter 2,2018 Quarter 3,2018 Quarter 4,2018 Annual,2019 Quarter 1,2019 Quarter 2,2019 Quarter 3,2019 Quarter 4,2019 Annual,2020 Quarter 1,2020 Quarter 2,2020 Quarter 3,2020 Quarter 4,2020 Annual,2021 Quarter 1,2021 Quarter 2,2021 Quarter 3,2021 Quarter 4,2021 Annual
..Snapper (Maya-maya),....Dinagat Islands,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.41,..,..,..,0.41,..,..,..,..,..,..,..,..,3.71,3.71,1.04,1.07,1.14,2.52,5.77,1.15,1.20,1.12,0.89,4.36,0.58,1.18,..,..,..
..Snapper (Maya-maya),....Surigao del Norte,11.00,12.00,11.00,10.00,44.00,19.00,12.00,11.00,10.00,52.00,11.00,11.00,10.00,10.00,42.00,4.20,13.13,11.00,13.00,41.33,5.50,15.50,10.00,15.08,46.08,8.09,12.08,17.92,28.91,67.00,244.28,11.95,25.99,47.17,329.39,221.58,12.24,28.79,27.64,290.25,192.68,172.68,41.19,58.07,464.62,81.86,158.11,133.31,73.59,446.87,93.65,113.77,104.73,118.72,430.87,111.85,190.84,149.80,140.52,593.01,136.91,93.09,159.56,190.60,580.16,200.79,133.01,194.70,174.11,702.61,129.08,121.99,124.69,238.38,614.14,113.63,149.07,82.41,93.09,438.20,113.91,166.53,54.19,67.76,402.39,80.83,146.12,21.97,54.98,303.90,29.68,126.01,25.33,48.32,229.34,27.93,110.94,..,..,..
..Snapper (Maya-maya),....Surigao del Sur,109.00,125.00,92.00,95.00,421.00,114.00,130.00,95.00,33.00,372.00,113.00,135.00,93.00,32.00,373.00,119.00,156.00,155.00,33.00,463.00,102.00,123.00,76.00,41.53,342.53,99.79,161.13,365.44,77.68,704.04,166.78,230.22,261.65,136.82,795.47,100.44,233.26,235.69,130.85,700.24,69.03,170.75,243.16,223.44,706.38,33.96,193.74,267.45,204.34,699.49,45.82,136.50,310.17,201.06,693.55,73.08,137.41,303.53,268.73,782.75,63.42,228.68,259.59,222.91,774.60,54.59,139.32,218.95,269.56,682.42,68.37,133.13,219.26,273.32,694.08,88.36,165.93,194.49,171.14,619.92,82.16,31.43,124.18,123.06,360.83,57.78,63.85,198.74,144.88,465.25,74.78,101.85,108.95,136.99,422.57,108.61,238.03,..,..,..
..Snapper (Maya-maya),..Autonomous Region in Muslim Mindanao (ARMM),236.00,78.00,224.00,495.00,1033.00,237.00,78.00,232.00,413.00,960.00,263.23,80.89,220.01,542.68,1106.81,214.85,214.12,327.43,155.75,912.15,159.09,285.03,315.32,318.84,1078.28,269.64,280.60,308.04,306.80,1165.08,272.89,660.96,427.22,307.35,1668.42,231.94,303.75,235.17,210.11,980.97,245.93,304.19,265.55,216.00,1031.67,210.85,278.39,267.01,268.70,1024.95,194.85,276.78,328.51,286.93,1087.07,187.87,256.19,334.40,313.73,1092.19,204.13,267.80,307.27,279.09,1058.29,235.13,575.30,573.69,539.17,1923.29,498.01,556.12,582.55,552.02,2188.70,508.99,551.46,577.72,570.82,2208.99,545.54,691.75,599.53,631.15,2467.97,719.41,680.70,423.62,530.13,2353.86,379.41,482.56,424.32,433.86,1720.15,478.70,526.50,..,..,..
..Snapper (Maya-maya),....Basilan,158.00,..,4.00,186.00,348.00,160.00,..,4.00,26.00,190.00,182.00,..,4.00,29.00,215.00,18.34,7.40,5.18,31.04,61.96,25.00,24.53,13.24,24.75,87.52,30.11,21.44,11.15,23.49,86.19,38.59,37.07,14.43,23.63,113.72,38.14,48.28,17.82,25.07,129.31,35.32,49.67,20.04,26.07,131.10,30.93,48.25,19.48,26.60,125.26,28.88,50.29,18.73,25.00,122.90,25.80,52.18,19.02,24.13,121.13,30.41,58.79,21.21,25.89,136.30,29.56,54.40,23.26,27.62,134.84,20.40,29.89,25.12,10.49,85.90,5.29,28.72,17.90,20.73,72.64,8.99,30.20,21.66,21.90,82.75,9.49,59.77,22.79,22.36,114.41,18.73,28.58,23.88,20.89,92.08,20.43,27.70,..,..,..
..Snapper (Maya-maya),....Lanao del Sur,4.00,3.00,3.00,4.00,14.00,4.00,5.00,4.00,4.00,17.00,4.02,5.04,4.00,4.02,17.08,5.14,12.36,4.49,4.18,26.17,4.92,12.68,4.78,4.11,26.49,..,..,..,1.02,1.02,..,..,..,1.24,1.24,..,..,..,1.91,1.91,..,..,..,1.93,1.93,..,..,..,1.90,1.90,..,..,..,1.91,1.91,..,..,..,..,..,..,..,..,..,..,..,288.94,279.83,279.83,848.60,280.23,277.34,275.72,275.06,1108.35,276.82,276.18,279.94,279.94,1112.88,303.21,376.29,293.22,293.24,1265.96,389.41,323.33,55.36,172.76,940.86,26.91,126.68,56.40,49.59,259.58,28.84,126.95,..,..,..
..Snapper (Maya-maya),....Maguindanao,3.00,3.00,4.00,6.00,16.00,3.00,3.00,4.00,4.00,14.00,3.00,1.85,2.77,4.09,11.71,4.19,2.00,2.76,3.18,12.13,10.00,82.18,4.06,14.85,111.09,10.08,50.58,3.25,15.37,79.28,17.93,60.50,6.69,20.63,105.75,18.79,63.98,4.58,20.90,108.25,20.72,64.13,5.24,21.63,111.72,17.17,17.07,4.89,34.69,73.82,16.98,18.73,5.19,36.54,77.44,20.45,19.23,5.81,35.97,81.46,20.41,20.08,6.20,36.22,82.91,19.34,20.80,7.39,35.98,83.51,19.42,21.86,7.49,40.98,89.75,25.16,19.19,8.60,48.86,101.81,36.04,27.27,9.70,45.05,118.06,34.73,28.20,10.35,57.41,130.69,31.98,28.05,11.79,58.45,130.27,27.08,35.42,..,..,..
..Snapper (Maya-maya),....Sulu,54.00,50.00,191.00,45.00,340.00,56.00,48.00,197.00,47.00,348.00,58.00,52.68,186.58,45.55,342.81,55.00,65.00,180.00,49.00,349.00,68.00,68.98,159.59,68.00,364.57,81.65,64.66,148.41,74.23,368.95,77.55,77.48,136.54,68.29,359.86,68.24,143.24,144.17,74.04,429.69,62.02,130.29,131.14,67.35,390.80,60.84,118.48,119.31,61.27,359.90,61.72,103.12,114.33,60.16,339.33,59.61,101.66,110.51,64.18,335.96,61.94,93.43,120.40,61.74,337.51,63.22,97.87,114.34,65.12,340.55,71.04,94.17,98.52,70.08,333.81,76.09,91.99,94.98,75.98,339.04,71.00,93.97,98.00,83.54,346.51,78.00,97.84,102.01,89.99,367.84,80.94,106.58,113.97,81.73,383.22,76.99,137.76,..,..,..
..Snapper (Maya-maya),....Tawi-tawi,17.00,22.00,22.00,254.00,315.00,14.00,22.00,23.00,332.00,391.00,16.21,21.32,22.66,460.02,520.21,132.18,127.36,135.00,68.35,462.89,51.17,96.66,133.65,207.13,488.61,147.80,143.92,145.23,192.69,629.64,138.82,485.91,269.56,193.56,1087.85,106.77,48.25,68.60,88.19,311.81,127.87,60.10,109.13,99.02,396.12,101.91,94.59,123.33,144.24,464.07,87.27,104.64,190.26,163.32,545.49,82.01,83.12,199.06,189.45,553.64,91.37,95.50,159.46,155.24,501.57,123.01,113.29,148.87,130.62,515.79,106.92,132.86,175.70,155.41,570.89,125.63,135.38,176.30,145.31,582.62,126.30,164.02,176.95,187.42,654.69,207.78,171.56,233.11,187.61,800.06,220.85,192.67,218.28,223.20,855.00,325.36,198.67,..,..,..
..Spanish mackerel (Tanigue),Philippines,2525.00,2364.00,1987.00,2154.00,9030.00,2495.00,3281.00,1711.00,1944.00,9431.00,2636.86,3312.24,1713.85,2129.71,9792.66,3459.61,4782.83,3039.20,3020.39,14302.03,3865.91,5619.16,3677.38,3843.32,17005.77,4148.68,5740.90,4258.15,7766.51,21914.24,4571.77,5639.11,4444.65,4349.72,19005.25,4585.48,4098.85,3684.34,4823.33,17192.00,3941.34,6089.40,4355.45,4605.31,18991.50,3606.16,5698.19,3839.27,5263.60,18407.22,3897.69,4750.90,4007.73,4765.78,17422.10,4161.63,5675.88,4565.90,4505.69,18909.10,3634.79,4406.31,4294.36,4578.18,16913.64,3376.42,4772.12,4557.55,4657.76,17363.85,4319.21,4572.74,4017.41,4922.50,17831.86,4471.04,4534.78,3983.44,4048.89,17038.15,4250.63,4646.83,4010.53,3770.97,16678.96,4364.90,4858.16,4072.98,4277.37,17573.41,4105.30,4831.56,4664.38,4876.21,18477.45,4088.26,5186.52,..,..,..
..Spanish mackerel (Tanigue),..National Capital Region (NCR),30.00,8.00,23.00,28.00,89.00,5.00,..,1.00,8.00,14.00,4.00,73.00,8.10,44.13,129.23,66.80,332.00,26.56,2.20,427.56,37.80,94.44,0.40,11.56,144.20,..,9.60,5.44,8.60,23.64,7.13,2.00,8.00,3.60,20.73,5.00,5.33,5.30,7.77,23.40,3.95,1.00,5.47,11.75,22.17,7.25,5.27,12.58,13.53,38.63,11.50,7.10,11.82,14.68,45.10,1.74,9.60,7.50,11.06,29.90,3.28,8.66,13.96,14.12,40.02,4.34,9.00,33.88,14.78,62.00,30.86,101.60,40.16,98.24,270.86,58.59,155.96,37.65,102.61,354.81,52.17,104.12,35.79,92.77,284.85,63.41,126.33,35.33,87.43,312.50,58.08,11.43,5.05,4.68,79.24,5.73,4.12,..,..,..
..Spanish mackerel (Tanigue),..Cordillera Administrative Region (CAR),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..Spanish mackerel (Tanigue),....Abra,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..Spanish mackerel (Tanigue),....Apayao,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..Spanish mackerel (Tanigue),....Benguet,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..Spanish mackerel (Tanigue),....Ifugao,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..Spanish mackerel (Tanigue),....Kalinga,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..Spanish mackerel (Tanigue),....Mountain Province,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..Spanish mackerel (Tanigue),..Region I (Ilocos Region),134.00,168.00,103.00,183.00,588.00,146.00,160.00,112.00,249.00,667.00,119.00,167.27,71.56,263.42,621.25,294.09,144.80,282.93,185.53,907.35,248.91,232.92,258.04,578.70,1318.57,344.50,329.56,126.11,177.44,977.61,136.74,123.69,71.08,176.07,507.58,294.57,117.79,74.20,405.06,891.62,183.85,108.67,126.86,246.05,665.43,255.30,183.15,119.69,222.11,780.25,151.47,53.94,22.47,88.78,316.66,135.40,140.95,58.56,93.50,428.41,135.31,123.27,159.01,114.10,531.69,108.41,113.42,122.61,116.16,460.60,81.72,54.62,66.63,100.75,303.72,81.91,39.39,60.74,81.16,263.20,85.25,50.21,85.35,63.87,284.68,63.56,118.75,63.67,80.52,326.50,67.99,57.66,47.35,134.75,307.75,117.34,115.49,..,..,..
..Spanish mackerel (Tanigue),....Ilocos Norte,8.00,12.00,11.00,5.00,36.00,3.00,15.00,11.00,11.00,40.00,4.00,15.08,1.10,11.17,31.35,16.49,5.03,13.05,21.99,56.56,25.15,51.70,19.03,47.79,143.67,28.25,12.79,7.26,2.00,50.30,38.48,3.80,3.05,6.44,51.77,34.58,21.15,15.08,40.71,111.52,42.80,15.12,21.25,15.01,94.18,59.07,26.56,32.39,0.37,118.39,19.56,9.23,5.82,5.59,40.20,44.96,73.84,21.21,9.14,149.15,48.78,49.91,114.08,45.67,258.44,15.81,15.95,54.25,39.79,125.80,5.25,6.66,3.42,34.87,50.20,6.44,3.78,2.42,17.67,30.31,10.04,3.24,1.80,18.67,33.75,14.10,21.28,2.18,10.85,48.41,3.97,30.11,17.52,25.24,76.84,17.28,11.81,..,..,..
..Spanish mackerel (Tanigue),....Ilocos Sur,21.00,34.00,15.00,20.00,90.00,33.00,35.00,20.00,60.00,148.00,54.00,35.19,20.46,55.25,164.90,55.60,34.27,176.88,65.90,332.65,120.26,95.15,179.17,344.09,738.67,192.18,182.02,16.92,13.09,404.21,39.63,15.95,11.21,29.31,96.10,46.02,14.19,28.56,170.89,259.66,27.87,26.60,33.23,124.78,212.48,68.44,18.76,21.51,82.38,191.09,84.87,24.51,6.69,43.66,159.73,31.37,28.01,6.67,37.55,103.60,35.95,24.37,7.95,9.03,77.30,41.02,21.73,40.10,7.26,110.11,26.92,19.54,37.99,8.48,92.93,26.31,10.64,40.13,17.79,94.87,27.49,17.34,33.76,15.96,94.55,7.89,64.48,16.25,16.13,104.75,5.89,0.74,0.38,1.78,8.79,32.35,0.46,..,..,..
..Spanish mackerel (Tanigue),....La Union,52.00,26.00,36.00,156.00,270.00,56.00,28.00,43.00,175.00,302.00,57.00,29.00,43.00,186.00,315.00,58.00,26.50,45.00,64.64,194.14,49.50,38.00,24.84,91.17,203.51,84.80,49.33,30.96,93.80,258.89,23.10,19.49,16.41,47.43,106.43,86.60,20.47,11.78,122.64,241.49,43.34,47.21,31.87,75.73,198.15,89.82,127.18,35.49,113.32,365.81,33.65,11.96,5.43,30.64,81.68,31.75,30.17,20.24,30.11,112.27,33.07,38.14,22.48,39.24,132.93,34.79,55.39,18.88,35.31,144.37,20.11,11.24,14.75,30.26,76.36,20.35,3.15,5.71,18.10,47.31,18.89,6.02,3.50,4.11,32.52,8.16,5.51,7.31,33.78,54.76,28.15,5.43,12.78,70.06,116.42,43.50,12.05,..,..,..
..Spanish mackerel (Tanigue),....Pangasinan,53.00,96.00,41.00,2.00,192.00,54.00,82.00,38.00,3.00,177.00,4.00,88.00,7.00,11.00,110.00,164.00,79.00,48.00,33.00,324.00,54.00,48.07,35.00,95.65,232.72,39.27,85.42,70.97,68.55,264.21,35.53,84.45,40.41,92.89,253.28,127.37,61.98,18.78,70.82,278.95,69.84,19.74,40.51,30.53,160.62,37.97,10.65,30.30,26.04,104.96,13.39,8.24,4.53,8.89,35.05,27.32,8.93,10.44,16.70,63.39,17.51,10.85,14.50,20.16,63.02,16.79,20.35,9.38,33.80,80.32,29.44,17.18,10.47,27.14,84.23,28.81,21.82,12.48,27.60,90.71,28.83,23.61,46.29,25.13,123.86,33.41,27.48,37.93,19.76,118.58,29.98,21.38,16.67,37.67,105.70,24.21,91.17,..,..,..
..Spanish mackerel (Tanigue),..Region II (Cagayan Valley),73.00,72.00,54.00,57.00,256.00,79.00,400.00,56.00,3.00,538.00,71.96,404.50,70.32,8.10,554.88,87.97,476.84,138.36,8.94,712.11,163.08,508.92,151.83,13.18,837.01,169.75,522.26,196.87,18.27,907.15,175.90,210.77,213.10,69.18,668.95,164.28,196.33,321.09,137.84,819.54,279.70,273.71,341.14,158.92,1053.47,204.86,255.56,333.99,163.28,957.69,194.74,248.88,326.87,141.18,911.67,201.95,314.49,328.39,141.35,986.18,220.22,304.21,322.41,156.86,1003.70,176.58,295.63,313.45,156.84,942.50,181.36,271.94,312.92,143.91,910.13,188.86,329.78,245.32,118.89,882.85,164.47,301.69,226.97,102.42,795.55,135.27,276.33,190.01,90.64,692.25,104.71,302.25,183.33,84.72,675.01,91.85,279.08,..,..,..
..Spanish mackerel (Tanigue),....Batanes,1.00,2.00,2.00,2.00,7.00,2.00,5.00,1.00,1.00,9.00,..,5.50,2.00,..,7.50,..,6.13,2.65,2.23,11.01,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.62,0.62,2.25,4.93,1.55,0.56,9.29,2.35,6.63,1.28,0.36,10.62,9.21,10.54,0.99,0.98,21.72,7.92,7.07,1.17,1.00,17.16,9.42,7.17,1.14,1.02,18.75,9.39,7.07,1.12,1.04,18.62,9.43,7.37,1.10,1.02,18.92,9.40,7.43,1.14,1.01,18.98,9.52,7.52,..,..,..
..Spanish mackerel (Tanigue),....Cagayan,71.00,69.00,51.00,54.00,245.00,76.00,393.00,52.00,1.00,522.00,70.96,398.00,66.32,7.10,542.38,86.97,468.71,132.71,4.71,693.10,161.08,506.92,148.33,10.18,826.51,167.75,519.76,188.73,14.71,890.95,174.05,203.81,205.27,64.11,647.24,161.43,189.33,313.54,132.04,796.34,273.80,265.96,333.94,153.62,1027.32,199.86,248.06,328.24,157.48,933.64,188.99,242.23,319.97,134.41,885.60,193.59,302.76,320.19,134.79,951.33,211.87,289.08,313.63,150.40,964.98,161.65,276.89,305.46,149.36,893.36,166.38,256.37,304.95,136.48,864.18,172.93,315.35,237.52,111.29,837.09,148.66,287.26,219.25,94.86,750.03,119.34,261.57,182.11,82.99,646.01,89.01,287.50,175.36,77.18,629.05,75.91,264.18,..,..,..
..Spanish mackerel (Tanigue),....Isabela,1.00,1.00,1.00,1.00,4.00,1.00,2.00,3.00,1.00,7.00,1.00,1.00,2.00,1.00,5.00,1.00,2.00,3.00,2.00,8.00,2.00,2.00,3.50,3.00,10.50,2.00,2.50,8.14,3.56,16.20,1.85,6.96,7.83,5.07,21.71,2.85,7.00,7.55,5.80,23.20,5.90,7.75,7.20,5.30,26.15,5.00,7.50,5.75,5.80,24.05,5.75,6.65,6.90,6.15,25.45,6.11,6.80,6.65,6.00,25.56,6.00,8.50,7.50,6.10,28.10,5.72,8.20,7.00,6.50,27.42,7.06,8.50,6.80,6.43,28.79,6.51,7.26,6.66,6.58,27.01,6.42,7.36,6.60,6.52,26.90,6.50,7.39,6.80,6.63,27.32,6.30,7.32,6.83,6.53,26.98,6.42,7.38,..,..,..
..Spanish mackerel (Tanigue),....Nueva Vizcaya,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..Spanish mackerel (Tanigue),....Quirino,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..Spanish mackerel (Tanigue),..Region III (Central Luzon),88.00,52.00,78.00,48.00,266.00,94.00,64.00,83.00,41.00,282.00,81.07,66.26,86.03,47.33,280.69,363.95,112.56,231.79,183.21,891.51,275.38,89.04,224.15,178.14,766.71,86.14,111.95,205.26,189.17,592.52,89.78,119.30,183.98,67.89,460.95,125.95,100.03,140.97,96.90,463.85,66.40,140.54,122.16,90.19,419.29,81.35,107.86,126.82,96.57,412.60,88.57,74.66,97.56,104.29,365.08,85.79,85.44,96.49,107.21,374.93,88.56,87.97,97.47,109.08,383.08,85.77,87.37,96.82,151.29,421.25,468.13,87.47,210.14,122.69,888.43,105.21,77.75,119.23,114.69,416.88,88.78,74.30,195.58,265.89,624.55,292.93,96.28,131.40,372.67,893.28,116.75,120.39,194.16,119.36,550.66,129.68,172.33,..,..,..
..Spanish mackerel (Tanigue),....Aurora,15.00,14.00,17.00,17.00,63.00,16.00,15.00,18.00,17.00,66.00,15.00,14.00,19.00,17.26,65.26,20.53,26.62,40.78,29.72,117.65,23.32,26.44,42.11,25.73,117.60,22.00,25.15,32.78,34.67,114.60,19.00,25.07,30.57,3.75,78.39,20.63,14.43,26.58,18.42,80.06,23.51,23.90,23.80,23.62,94.83,21.65,21.24,25.81,21.96,90.66,29.63,23.43,27.00,28.34,108.40,31.31,24.95,25.16,28.26,109.68,33.26,26.13,27.68,29.79,116.86,34.39,27.29,28.38,30.14,120.20,34.79,29.52,30.98,27.09,122.38,32.20,29.79,29.00,25.52,116.51,29.84,27.85,25.56,24.18,107.43,26.16,26.14,25.30,23.96,101.56,7.73,27.20,24.12,..,59.05,6.01,26.04,..,..,..
..Spanish mackerel (Tanigue),....Bataan,45.00,9.00,46.00,..,100.00,50.00,21.00,50.00,4.00,125.00,49.07,20.98,50.96,12.12,133.13,11.01,10.66,46.00,10.27,77.94,11.02,12.33,48.00,10.62,81.97,6.43,12.91,48.00,10.81,78.15,9.63,8.30,49.36,3.50,70.79,4.33,6.62,33.14,4.27,48.36,3.94,7.12,32.48,5.77,49.31,4.41,7.60,27.06,6.49,45.56,8.10,8.89,24.48,19.71,61.18,8.69,9.24,24.70,21.24,63.87,9.00,8.86,25.17,23.15,66.18,8.96,9.90,27.00,24.25,70.11,382.47,..,132.71,18.91,534.09,12.56,6.39,7.78,4.36,31.09,1.84,0.12,27.57,40.43,69.96,27.03,14.42,33.19,250.33,324.97,28.32,57.90,104.75,55.18,246.15,26.34,57.47,..,..,..
..Spanish mackerel (Tanigue),....Bulacan,..,..,..,1.00,1.00,..,..,..,3.00,3.00,..,..,1.00,3.00,4.00,0.50,0.33,21.00,13.00,34.83,1.60,5.00,17.00,4.00,27.60,3.00,9.30,13.50,2.90,28.70,2.00,11.20,5.93,2.50,21.63,2.36,0.30,6.35,2.60,11.61,1.35,0.74,0.62,0.90,3.61,1.07,0.90,0.82,0.82,3.61,0.71,0.05,..,0.35,1.11,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.70,0.28,0.16,9.00,12.14,..,..,..,..,..,..,..,..,..,..,0.77,0.49,..,..,1.26,..,..,1.70,1.65,3.35,3.25,..,..,..,..
..Spanish mackerel (Tanigue),....Nueva Ecija,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..Spanish mackerel (Tanigue),....Pampanga,10.00,12.00,8.00,9.00,39.00,11.00,11.00,8.00,9.00,39.00,..,12.28,7.07,7.95,27.30,..,14.47,25.82,33.06,73.35,28.44,22.46,24.98,36.75,112.63,31.57,31.01,26.28,43.71,132.57,37.68,35.86,31.86,50.00,155.40,41.70,40.07,19.12,37.71,138.60,24.16,31.89,23.47,40.67,120.19,26.20,21.96,27.53,40.29,115.98,28.56,22.07,25.77,29.04,105.44,24.67,25.60,26.38,29.76,106.41,25.75,22.23,24.50,27.42,99.90,23.79,22.63,20.42,36.05,102.89,..,23.44,18.56,32.28,74.28,..,24.16,..,33.37,57.53,..,22.67,11.16,..,33.83,1.25,24.27,10.49,5.39,41.40,3.12,24.36,10.58,5.50,43.56,3.14,24.99,..,..,..
..Spanish mackerel (Tanigue),....Tarlac,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
