Region/Province,Commodity,2012 January,2012 February,2012 March,2012 April,2012 May,2012 June,2012 July,2012 August,2012 September,2012 October,2012 November,2012 December,2012 Annual,2013 January,2013 February,2013 March,2013 April,2013 May,2013 June,2013 July,2013 August,2013 September,2013 October,2013 November,2013 December,2013 Annual,2014 January,2014 February,2014 March,2014 April,2014 May,2014 June,2014 July,2014 August,2014 September,2014 October,2014 November,2014 December,2014 Annual,2015 January,2015 February,2015 March,2015 April,2015 May,2015 June,2015 July,2015 August,2015 September,2015 October,2015 November,2015 December,2015 Annual,2016 January,2016 February,2016 March,2016 April,2016 May,2016 June,2016 July,2016 August,2016 September,2016 October,2016 November,2016 December,2016 Annual,2017 January,2017 February,2017 March,2017 April,2017 May,2017 June,2017 July,2017 August,2017 September,2017 October,2017 November,2017 December,2017 Annual,2018 January,2018 February,2018 March,2018 April,2018 May,2018 June,2018 July,2018 August,2018 September,2018 October,2018 November,2018 December,2018 Annual,2019 January,2019 February,2019 March,2019 April,2019 May,2019 June,2019 July,2019 August,2019 September,2019 October,2019 November,2019 December,2019 Annual,2020 January,2020 February,2020 March,2020 April,2020 May,2020 June,2020 July,2020 August,2020 September,2020 October,2020 November,2020 December,2020 Annual,2021 January,2021 February,2021 March,2021 April,2021 May,2021 June,2021 July,2021 August,2021 September,2021 October,2021 November,2021 December,2021 Annual
....Biliran,"RAW PEANUT, UNSHELLED, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Biliran,"BAGUIO BEANS, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Biliran,"MONGGO, GREEN, 1 KG",84.20,82.98,82.98,77.31,77.72,77.31,85.00,82.98,81.77,80.55,82.57,77.72,81.09,78.52,77.72,77.31,71.64,74.07,72.86,76.09,75.70,74.07,72.05,79.34,82.57,76.00,84.59,89.45,89.86,93.91,92.29,89.45,88.65,91.88,95.00,101.88,92.50,93.75,91.93,97.50,95.00,98.75,93.13,94.38,92.50,91.25,88.75,89.38,91.25,96.25,90.63,93.23,95.00,93.75,91.25,91.25,90.63,85.00,85.63,87.50,86.25,88.75,85.00,85.00,88.75,83.75,86.25,85.00,86.25,92.50,98.75,88.75,90.63,90.00,87.50,95.00,92.50,89.74,98.75,100.00,96.25,93.75,100.00,86.88,78.75,91.25,92.50,93.75,92.50,87.50,92.66,85.00,87.50,93.75,93.75,92.50,97.50,95.00,91.25,97.50,92.50,93.75,97.50,93.13,98.75,97.50,92.50,93.75,93.75,87.50,98.75,100.00,100.00,100.00,102.50,101.25,97.19,101.25,100.00,103.75,100.00,100.00,93.75,100.63,100.01,100.01,97.54,101.24,101.24,99.95
....Biliran,"STRING BEANS, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Eastern Samar,"RAW PEANUT, SHELLED, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Eastern Samar,"RAW PEANUT, UNSHELLED, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Eastern Samar,"BAGUIO BEANS, 1 KG",67.22,72.40,72.40,70.67,79.29,79.29,74.12,65.50,71.54,72.40,75.84,77.57,73.19,81.01,86.18,81.01,70.14,75.84,78.43,75.84,75.58,75.58,79.29,82.74,91.35,79.42,87.91,113.77,87.91,93.42,84.47,80.67,86.88,85.32,82.74,82.74,82.74,87.91,88.04,105.15,97.22,81.88,77.14,84.29,87.50,87.50,83.75,75.00,72.50,85.00,87.50,85.37,92.50,85.00,81.25,82.50,87.50,102.50,102.50,100.00,87.50,87.50,90.00,97.50,91.35,97.50,97.50,87.50,96.25,91.25,90.00,92.50,90.00,88.75,90.00,95.00,95.00,92.60,102.50,102.50,101.25,97.50,97.50,100.00,93.75,95.00,91.25,95.00,95.00,95.00,97.19,95.00,100.00,100.00,102.50,96.25,102.50,100.00,100.00,105.00,105.00,107.50,110.00,101.98,107.50,105.00,105.00,105.00,105.00,107.50,107.50,102.50,107.50,105.00,112.50,112.50,106.88,122.50,132.50,125.00,107.50,117.50,115.00,105.00,105.49,98.36,103.28,105.74,109.18,112.25
....Eastern Samar,"MONGGO, GREEN, 1 KG",96.26,97.11,97.11,97.94,89.57,89.57,96.26,92.08,92.08,92.08,92.08,88.73,93.41,85.38,85.38,87.89,84.59,87.06,84.55,83.70,86.47,84.63,82.04,87.06,97.11,86.32,95.43,97.11,101.28,97.94,95.43,92.08,92.08,93.75,94.59,96.76,97.94,91.24,95.47,99.62,96.26,93.75,93.75,92.50,93.75,95.00,96.25,98.57,95.63,91.25,95.00,95.11,96.88,93.75,93.75,90.00,90.00,92.50,93.75,90.00,92.50,93.75,93.75,90.00,92.55,90.00,90.00,90.00,92.50,90.00,91.25,93.75,93.75,93.75,92.50,90.00,90.00,91.46,91.25,88.75,87.50,92.50,92.50,88.75,90.00,91.25,96.25,97.50,87.50,92.50,91.35,92.50,92.50,90.00,92.50,95.00,92.50,93.75,95.00,97.50,97.50,95.00,96.25,94.17,95.00,90.00,90.00,93.33,97.50,100.00,98.75,102.50,100.00,100.00,100.00,100.00,97.26,100.00,102.50,100.00,100.00,100.00,107.50,105.00,103.92,103.92,105.00,105.00,105.00,103.15
....Eastern Samar,"STRING BEANS, 1 KG",14.21,14.53,14.21,14.84,15.89,20.13,24.38,20.56,25.43,25.43,22.79,22.26,19.56,19.50,19.50,19.50,19.50,19.50,20.66,20.35,20.35,20.35,21.41,24.17,28.19,21.08,31.80,33.92,31.80,29.67,33.92,35.51,43.46,38.15,44.18,44.18,52.21,70.28,40.76,78.32,78.32,70.28,64.26,46.02,43.51,46.02,44.35,45.18,43.51,49.37,53.55,55.22,56.90,57.73,55.22,51.88,51.04,53.55,50.20,46.86,46.02,47.69,47.69,51.88,51.39,51.88,61.88,82.50,65.00,60.00,57.50,56.25,57.50,53.75,55.00,55.00,55.00,59.27,80.00,103.75,95.00,56.25,66.25,62.50,60.00,61.25,60.63,63.75,62.50,62.50,69.53,78.75,90.00,87.50,73.75,62.50,61.25,55.00,48.75,60.00,65.00,65.00,60.00,67.29,75.00,80.00,73.75,73.75,73.75,61.88,46.25,48.13,48.75,60.00,68.75,77.50,65.63,81.25,90.00,110.00,100.00,87.50,75.00,70.00,69.35,75.00,84.13,81.96,83.92,84.01
....Leyte,"RAW PEANUT, SHELLED, 1 KG",71.25,71.25,71.25,72.40,72.40,72.86,72.86,72.86,72.86,72.86,72.86,72.86,72.38,72.86,72.86,72.86,72.86,72.86,72.86,72.86,72.86,72.86,72.86,72.86,72.86,72.86,72.86,72.86,72.86,72.86,72.86,72.86,72.86,72.86,72.86,72.86,72.86,72.86,72.86,72.86,72.86,72.86,72.86,74.29,74.29,74.29,74.29,74.29,74.29,74.29,74.29,73.81,74.29,74.29,74.29,74.29,74.29,74.29,74.29,70.71,74.17,75.83,77.50,77.50,74.65,80.00,80.00,85.00,85.00,85.00,85.00,86.25,86.25,86.25,86.25,86.25,86.25,84.79,86.25,86.25,86.25,86.25,83.13,83.13,83.13,83.13,83.13,83.13,85.00,86.88,84.64,86.88,86.88,86.88,86.88,92.50,97.50,97.50,97.50,97.50,98.75,98.75,98.75,93.86,98.75,98.75,98.75,95.83,103.75,106.88,106.88,104.38,104.38,98.75,98.75,100.00,101.32,98.75,98.75,98.75,94.38,98.13,101.88,104.38,104.38,104.38,104.38,104.38,104.38,101.41
....Leyte,"RAW PEANUT, UNSHELLED, 1 KG",102.50,102.50,102.50,102.50,102.50,102.50,102.50,102.50,102.50,102.50,102.50,102.50,102.50,102.50,102.50,102.50,102.50,102.50,102.50,102.50,102.50,102.50,102.50,102.50,102.50,102.50,102.50,102.50,102.50,102.50,102.50,102.50,102.50,102.50,102.50,102.50,102.50,102.50,102.50,102.50,102.50,102.50,102.50,102.50,102.50,102.50,102.50,102.50,102.50,102.50,102.50,102.50,102.50,102.50,102.50,102.50,102.50,102.50,102.50,102.50,102.50,102.50,102.50,102.50,102.50,102.50,102.50,102.50,102.50,102.50,102.50,102.50,102.50,102.50,102.50,102.50,102.50,102.50,102.50,102.50,102.50,102.50,102.50,102.50,99.38,99.38,99.38,99.38,100.63,101.88,101.25,101.88,101.88,101.88,108.13,108.75,111.25,108.75,108.75,108.75,108.75,107.50,107.50,106.98,106.25,106.25,106.25,106.25,106.25,105.00,105.00,98.13,98.13,91.88,91.88,91.88,101.10,91.88,92.50,92.50,88.13,91.25,93.75,95.00,95.00,95.00,95.00,95.00,95.00,93.33
....Leyte,"BAGUIO BEANS, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Leyte,"MONGGO, GREEN, 1 KG",93.69,92.85,91.20,90.36,90.36,88.71,88.71,88.71,87.88,87.88,84.56,84.56,89.12,83.74,82.90,82.08,82.90,82.90,82.90,82.90,82.90,82.90,82.90,82.90,86.22,83.18,86.22,86.22,86.22,86.22,82.90,82.90,81.25,81.25,80.63,80.63,80.63,80.63,82.98,80.63,81.88,81.88,81.88,83.13,83.13,80.63,80.63,80.63,80.63,80.63,81.88,81.46,81.88,81.88,81.88,81.88,81.88,81.88,81.88,81.88,81.88,81.88,81.25,81.25,81.78,81.25,81.25,81.25,81.25,81.25,81.25,81.25,81.25,83.13,83.13,83.13,83.13,81.88,83.13,83.13,83.13,83.13,81.25,81.25,82.50,80.00,76.88,73.75,78.75,73.75,80.05,80.63,90.00,89.38,93.13,85.00,81.25,81.25,81.25,81.25,81.25,81.25,81.25,83.91,80.00,80.00,80.00,85.83,81.88,83.75,83.75,83.75,81.88,80.63,86.25,89.38,83.09,95.63,96.88,98.13,105.00,105.00,98.13,98.13,118.81,129.78,129.78,129.78,130.48,111.29
....Leyte,"STRING BEANS, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Northern Samar,"RAW PEANUT, SHELLED, 1 KG",41.25,41.25,41.25,41.25,41.25,41.25,41.25,41.25,41.25,41.25,41.25,41.25,41.25,41.25,41.25,41.25,41.25,41.25,41.25,41.25,41.25,41.25,42.65,43.98,48.10,42.17,48.10,48.10,55.03,58.41,58.41,68.73,82.50,82.50,82.50,82.50,80.00,80.00,68.90,80.00,80.00,80.00,80.00,80.00,80.00,80.00,80.00,80.00,85.00,85.00,85.00,81.25,85.00,86.25,86.25,88.75,96.25,96.25,105.63,105.63,112.50,112.50,120.00,120.00,101.25,120.00,120.00,120.00,120.00,120.00,120.00,121.25,125.00,122.50,125.00,125.00,125.00,121.98,125.00,125.00,125.00,125.00,125.00,125.00,117.50,127.50,127.50,128.13,128.13,128.75,125.63,128.75,128.75,128.75,128.75,128.75,128.75,128.75,128.75,128.75,128.75,128.75,128.75,128.75,141.25,153.13,153.13,143.33,152.50,152.50,145.00,145.00,140.00,132.50,123.75,112.50,141.22,112.50,112.50,110.00,110.63,110.63,110.00,110.63,110.63,110.63,110.63,110.63,110.63,110.84
....Northern Samar,"RAW PEANUT, UNSHELLED, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Northern Samar,"BAGUIO BEANS, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Northern Samar,"MONGGO, GREEN, 1 KG",90.00,90.00,90.00,78.33,78.33,80.00,80.00,80.00,80.00,80.00,80.00,80.00,82.22,80.00,80.00,80.00,70.00,70.00,78.33,78.33,78.33,63.33,63.33,70.00,70.00,73.47,71.67,79.17,80.00,80.00,80.00,81.67,80.00,81.67,80.00,80.00,92.50,92.50,81.60,95.00,95.00,95.00,95.00,97.50,85.00,95.00,95.00,90.00,90.00,100.00,100.00,94.38,100.00,100.00,100.00,102.50,102.50,112.50,115.00,110.00,110.00,110.00,110.00,110.00,106.88,110.00,110.00,90.00,95.00,95.00,87.50,90.00,87.50,87.50,97.50,102.50,95.00,95.63,87.50,87.50,87.50,87.50,87.50,100.00,95.00,90.00,90.00,92.50,97.50,97.50,91.67,82.50,82.50,82.50,82.50,82.50,82.50,82.50,82.50,82.50,95.00,95.00,95.00,85.63,97.50,88.75,88.75,100.00,95.00,96.25,93.75,98.75,98.75,90.00,90.00,98.75,94.69,98.75,101.25,105.00,100.00,97.50,106.25,105.00,106.26,105.00,106.27,103.74,96.15,102.60
....Northern Samar,"STRING BEANS, 1 KG",42.50,42.50,42.50,41.33,41.33,43.33,43.33,43.33,43.33,43.33,40.00,40.00,42.23,40.00,40.00,40.00,36.25,40.00,40.00,40.00,40.00,43.33,43.33,45.00,49.58,41.46,54.58,56.67,60.00,60.00,56.67,48.33,40.00,46.67,60.00,60.00,60.00,60.00,55.24,60.00,60.00,60.00,55.00,51.25,41.88,42.50,43.75,40.00,40.00,46.25,50.00,49.22,50.00,50.00,50.00,56.25,56.25,56.25,58.75,58.75,60.00,60.00,60.00,60.00,56.35,80.00,80.00,65.00,60.00,61.25,42.50,42.50,56.25,57.50,57.50,66.25,60.00,60.73,85.00,85.00,85.00,80.00,65.00,60.00,65.00,60.00,60.00,60.00,60.00,60.00,68.75,87.50,80.00,80.00,80.00,75.00,72.50,72.50,72.50,72.50,70.00,70.00,70.00,75.21,70.00,68.75,71.25,71.25,71.25,71.25,71.25,72.50,71.25,68.75,61.25,66.25,69.58,67.50,71.25,81.88,82.50,88.13,86.88,85.00,85.60,80.71,89.27,84.38,99.05,83.51
....Western Samar,"RAW PEANUT, SHELLED, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Western Samar,"RAW PEANUT, UNSHELLED, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Western Samar,"BAGUIO BEANS, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Western Samar,"MONGGO, GREEN, 1 KG",81.43,83.55,85.68,81.43,81.43,81.43,81.43,84.82,86.52,78.04,83.98,89.91,83.30,91.61,86.52,86.52,78.04,81.10,74.31,74.31,74.02,74.02,74.31,73.46,78.89,78.93,84.82,84.82,84.82,84.82,84.82,83.13,84.82,86.52,84.82,89.91,91.61,91.61,86.38,91.61,94.16,95.00,95.00,95.00,95.00,95.00,95.00,95.00,95.00,95.00,95.00,94.65,95.00,95.00,92.50,92.50,91.25,88.75,90.00,88.75,91.25,90.00,93.75,96.25,92.08,96.25,96.25,95.00,96.25,95.00,91.25,91.25,87.50,88.75,96.25,96.25,97.50,93.96,97.50,97.50,98.75,97.50,97.50,95.00,95.00,97.50,98.75,97.50,95.00,92.50,96.67,90.00,88.13,95.00,95.00,97.50,97.50,90.00,92.50,92.50,90.00,92.50,95.00,92.97,95.00,95.00,92.38,93.75,92.50,95.00,93.75,95.00,93.75,91.25,92.50,92.50,93.53,92.50,95.00,92.50,98.75,102.50,98.75,101.25,98.75,100.00,98.75,96.25,95.63,97.55
....Western Samar,"STRING BEANS, 1 KG",10.80,10.80,10.80,10.80,10.80,10.80,10.80,10.80,10.80,12.61,10.80,10.80,10.95,10.80,10.80,11.70,10.80,10.80,10.80,10.80,10.80,10.80,10.80,10.80,16.20,11.33,15.31,20.71,24.30,22.50,22.50,22.50,23.41,23.41,23.41,23.41,23.41,23.41,22.36,23.41,22.50,22.50,22.50,22.50,22.50,22.50,23.75,22.50,22.50,23.75,23.75,22.89,22.50,21.25,23.13,23.13,23.13,23.13,23.13,21.88,19.38,19.38,19.38,19.38,21.57,19.38,19.38,19.38,19.38,19.38,20.63,20.63,23.13,23.13,23.13,23.13,23.13,21.15,23.13,23.13,23.13,23.13,23.13,23.13,23.13,23.13,23.13,23.13,23.75,23.75,23.23,26.88,31.71,33.27,27.65,28.08,31.21,31.21,31.50,28.05,28.68,28.68,31.18,29.84,31.18,31.18,30.55,30.55,31.80,31.80,31.80,30.55,34.25,36.83,62.50,67.50,37.54,85.00,90.00,90.00,86.25,92.50,73.75,65.00,70.00,83.75,83.75,75.00,80.00,81.25
....Southern Leyte,"RAW PEANUT, SHELLED, 1 KG",84.02,84.02,84.02,84.02,85.36,85.36,85.36,86.02,86.02,87.68,87.68,87.68,85.60,87.68,87.68,87.68,88.35,88.35,88.35,88.35,89.68,91.67,91.67,91.67,93.66,89.57,95.65,96.48,96.48,96.82,98.64,99.31,102.96,105.12,105.12,109.11,110.28,111.77,102.31,115.59,117.08,117.08,119.90,119.90,122.39,122.39,123.23,126.72,125.88,125.88,131.20,122.27,131.20,138.67,153.20,155.27,156.11,156.94,155.28,161.10,167.74,183.52,183.52,183.10,160.47,194.73,201.79,202.21,212.58,213.00,217.56,217.56,217.56,217.56,225.03,225.03,225.03,214.14,225.03,225.45,225.45,225.03,227.52,227.52,227.52,227.52,227.52,227.52,232.50,232.50,227.59,232.50,232.50,232.50,232.50,232.50,232.50,232.50,232.50,232.50,232.50,232.50,232.50,232.50,232.50,232.50,232.50,232.50,232.50,232.50,232.50,232.50,232.50,232.50,232.50,232.50,232.50,232.50,232.50,232.50,232.50,232.50,232.50,232.50,232.50,232.50,232.50,232.50,232.50,232.50
....Southern Leyte,"RAW PEANUT, UNSHELLED, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Southern Leyte,"BAGUIO BEANS, 1 KG",66.71,66.53,66.53,63.33,60.36,60.69,60.19,60.19,60.19,60.19,60.19,60.86,62.16,60.86,61.69,62.61,63.45,64.03,64.45,59.93,64.53,64.37,64.37,64.53,65.37,63.35,66.88,67.79,68.54,68.88,69.71,73.56,74.23,74.28,74.69,74.83,75.01,75.06,71.96,75.31,75.19,75.44,78.25,78.25,78.75,78.75,77.75,76.38,77.13,76.92,76.06,77.02,76.06,77.44,77.69,76.39,77.38,79.25,82.00,82.38,82.38,85.38,86.13,87.31,80.82,90.75,92.66,92.78,92.53,93.63,92.00,92.00,93.75,94.38,95.75,95.25,95.25,93.39,112.50,108.13,102.88,98.13,99.38,98.13,98.75,99.63,85.63,86.88,85.00,84.38,96.62,85.63,93.75,89.38,84.38,90.00,97.50,86.88,82.50,83.13,76.25,81.25,90.00,86.72,87.50,76.25,85.00,81.67,85.63,83.75,77.50,75.00,77.50,83.75,82.50,94.38,82.54,105.00,118.75,113.75,100.00,88.75,96.25,88.75,86.98,86.98,86.98,86.98,90.53,95.81
....Southern Leyte,"MONGGO, GREEN, 1 KG",67.21,67.21,68.21,76.01,74.88,75.55,77.88,77.88,78.88,78.88,78.88,79.88,75.11,79.88,80.88,81.88,83.88,84.72,85.05,85.05,85.05,85.63,85.63,85.63,86.30,84.13,86.88,88.47,89.56,90.06,92.89,96.06,96.73,96.85,97.69,97.88,99.00,98.38,94.20,99.19,98.88,99.08,103.19,103.19,104.75,104.75,104.75,108.75,112.13,114.13,114.75,105.63,114.50,117.25,119.38,122.88,124.38,128.75,136.00,136.00,136.00,142.25,152.50,160.38,132.52,170.00,179.75,166.88,170.63,174.38,176.63,176.63,181.63,184.88,184.88,180.38,180.38,177.25,180.38,180.38,177.25,180.38,182.38,183.50,186.38,192.38,172.38,168.38,168.38,165.88,178.17,165.88,165.88,167.13,167.13,167.13,167.13,167.13,165.88,164.46,163.21,163.21,164.46,165.72,164.46,161.96,160.09,155.00,167.50,166.88,166.88,137.50,94.38,88.13,90.00,88.75,136.79,86.25,86.25,86.25,87.50,90.00,90.00,82.50,81.90,81.90,84.27,84.27,84.27,85.45
....Southern Leyte,"STRING BEANS, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION IX (ZAMBOANGA PENINSULA),"RAW PEANUT, SHELLED, 1 KG",76.66,76.66,77.18,77.96,79.17,79.29,79.26,79.07,78.50,80.02,80.07,80.69,78.71,82.29,85.43,84.00,84.48,86.07,85.91,88.78,89.50,89.50,87.75,83.69,86.65,86.17,90.41,92.85,92.38,90.69,90.93,90.80,89.00,88.92,89.42,90.17,90.21,90.63,90.53,90.71,90.83,90.83,90.63,90.86,93.01,91.96,91.77,93.01,93.86,92.40,93.86,91.98,93.86,89.52,88.13,87.59,87.38,86.05,87.26,87.59,86.34,86.34,86.17,86.38,87.72,87.54,88.96,87.92,88.79,84.54,84.63,86.08,86.33,88.83,88.41,87.09,87.09,87.18,92.84,94.25,97.58,95.67,97.33,97.33,97.33,96.08,95.04,95.88,95.79,95.79,95.91,94.13,94.13,96.63,94.96,89.59,89.46,89.34,94.03,89.74,89.74,89.86,89.86,91.79,88.07,89.95,91.03,90.74,89.99,89.78,96.11,96.67,97.00,100.27,100.27,102.14,94.34,101.72,101.14,94.72,90.69,93.19,94.31,93.89,93.89,90.00,89.26,90.09,91.41,93.69
..REGION IX (ZAMBOANGA PENINSULA),"RAW PEANUT, UNSHELLED, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
